gene	ensembl_id	phenotype	trait_type	n_cases	burden_set	P_SKATO	P_Burden	P_SKAT	BETA	n_variants
IFT122	ENSG00000163913	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.491588839738409	0.315365337348871	0.999999920878716	-0.0280429658032093	101
BBS2	ENSG00000125124	Creatinine	continuous	376624	pLoF	0.494307822923709	0.887325119029701	0.325818198687571	-0.000153541797223941	63
BBS5	ENSG00000163093	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.494970069562373	0.309810671059037	1.0	-0.0398956073797065	28
MKS1	ENSG00000011143	Microalbumin in urine	continuous	119013	pLoF	0.495512829219154	0.507230910827353	0.310341060230097	0.00292541283653446	48
NPHP3	ENSG00000113971	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.497016019247327	0.597687887201549	0.309806449009623	0.0175450919402486	115
AHI1	ENSG00000135541	Microalbumin in urine	continuous	119013	pLoF	0.497587844832436	0.317103525882111	0.319388927091772	-0.00256786784227354	99
BBS7	ENSG00000138686	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.506271083859495	0.314384555997318	0.999993097606433	-0.0403293690640529	39
BBS1	ENSG00000174483	Microalbumin in urine	continuous	119013	pLoF	0.507295159586726	0.900457909770534	0.315254869871485	0.000806331673101765	48
GANAB	ENSG00000089597	Microalbumin in urine	continuous	119013	pLoF	0.508180380589321	0.419230711498809	0.323549559395578	0.00851041980489287	31
NPHP3	ENSG00000113971	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.508713519629447	0.988023392987638	0.320763946385138	-4.21848274273251e-05	115
DYNC2I1	ENSG00000126870	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.509821702387444	0.31638463459736	0.363419145442057	0.0195485796726337	87
RPGRIP1L	ENSG00000103494	Cystatin C	continuous	376784	pLoF	0.50994267731112	0.311708500258502	0.546524913591423	0.00171609713945213	96
MKKS	ENSG00000125863	Urea	continuous	376551	pLoF	0.512226848784429	0.321690836709656	0.966813433951357	0.00358753640819553	37
TMEM237	ENSG00000155755	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.512246721560397	0.817845073845542	0.329170438202639	0.00982754674665434	44
BBS4	ENSG00000140463	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.51294509714816	0.645981932791418	0.326144003529282	-0.00892791979385208	48
MKKS	ENSG00000125863	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.514054489613944	0.61534143290195	0.32563877642667	0.0158667076346519	37
DNAJB11	ENSG00000090520	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.521188540267504	0.329145867875642	0.327184197703285	0.0288498054892876	25
NPHP3	ENSG00000113971	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.52149811950398	0.773147119642635	0.327905888504796	-0.00300463785024243	115
CEP290	ENSG00000198707	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.522445415178786	0.323035761608573	1.0	-0.0402472212000439	253
NEK8	ENSG00000160602	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.524846993057983	0.346605134696045	0.999470882217628	-0.0402771240745308	39
BBIP1	ENSG00000214413	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.530126913347823	0.391710436116794	0.892744691644376	-0.0287661032906714	8
SDCCAG8	ENSG00000054282	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.53096940381573	0.340899384260356	0.522446550699153	0.0197763029996663	59
NPHP1	ENSG00000144061	Cystatin C	continuous	376784	pLoF	0.534259107275354	0.397859390587726	0.338234111950347	0.00226380212407672	37
MKS1	ENSG00000011143	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.537812056248192	0.341824748779489	0.99979795364751	-0.0195742712722529	48
ALG9	ENSG00000086848	Creatinine	continuous	376624	pLoF	0.538563606541955	0.340652378771424	0.846840687107339	0.00260559365839126	46
IFT172	ENSG00000138002	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.54053097838081	0.710509284105243	0.331056469418407	0.00583052297959149	123
SDCCAG8	ENSG00000054282	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.541257373520116	0.622925806181507	0.351253721238318	0.00618375007312722	59
RPGRIP1L	ENSG00000103494	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.543825234452959	0.881318659789658	0.337478747793915	0.00197292389125944	96
TMEM67	ENSG00000164953	Microalbumin in urine	continuous	119013	pLoF	0.547068518616597	0.351319768636408	0.520991460198526	0.00209102640905739	86
BBS5	ENSG00000163093	Microalbumin in urine	continuous	119013	pLoF	0.548425482221057	0.351235433830878	0.642975589395056	0.0064993601056296	28
NPHP3	ENSG00000113971	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.549085725010808	0.37255030039781	0.350393039722109	0.0219737142786866	115
CC2D2A	ENSG00000048342	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.551550874856741	0.494452271667923	0.358385676767577	-0.0101038545846684	136
BBS10	ENSG00000179941	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.556108057124467	0.557242193080798	0.435380264627647	0.0137557552886135	14
DYNC2I1	ENSG00000126870	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.556882452544249	0.34676715565645	1.0	-0.040200267067905	87
PKD2	ENSG00000118762	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.560827964833233	0.357592916051882	1.0	-0.0405210950516852	39
TTC8	ENSG00000165533	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.564305695326921	0.367029953826826	0.999999641861782	-0.0403769464690665	28
BBS9	ENSG00000122507	Microalbumin in urine	continuous	119013	pLoF	0.567946259391929	0.356162106384394	0.889553563443645	0.00329884989429415	61
INVS	ENSG00000119509	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.56985375263892	0.542410927015284	0.367099885203031	0.00610808909236846	84
IFT122	ENSG00000163913	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.570583736061438	0.838519128222036	0.373248100419491	0.00268879312086789	101
CC2D2A	ENSG00000048342	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.571476524959237	0.374601939743037	0.783002906967559	-0.00877316666518133	136
SDCCAG8	ENSG00000054282	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.573120809485317	0.860464471190216	0.378962002811736	0.00298090282707844	59
TTC8	ENSG00000165533	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.573697874694212	0.372991204571222	0.398794140554581	0.0217885529933576	28
NPHP1	ENSG00000144061	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.576880090904277	0.371803520715431	0.369480735787465	0.0220749884489866	37
MKS1	ENSG00000011143	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.579559232874719	0.657058663509395	0.373873647829928	0.00862526939611671	48
TMEM237	ENSG00000155755	Urea	continuous	376551	pLoF	0.583600970897896	0.378355560731836	0.42633336591358	-0.00158992761559995	44
TTC8	ENSG00000165533	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.585431844053353	0.383249842810471	0.719406917697248	0.0173950689246423	28
BBS4	ENSG00000140463	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.585483613191664	0.387372973315221	1.0	-0.0402212517598397	48
NPHP1	ENSG00000144061	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.586534794379665	0.380273073161297	0.999989189685494	-0.0402936100191773	37
BBS2	ENSG00000125124	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.588548971993179	0.401092247850467	0.441314673897267	-0.00108720040843154	63
DNAJB11	ENSG00000090520	Urea	continuous	376551	pLoF	0.591324607375205	0.942487577894293	0.376751181397017	0.000396106995152351	25
MKS1	ENSG00000011143	Cystatin C	continuous	376784	pLoF	0.592025319451391	0.94640211057532	0.385144324378519	-0.000145271919509783	48
BBS4	ENSG00000140463	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.594626182590096	0.394969072613174	0.85027384058319	0.00184637493225397	48
BBS9	ENSG00000122507	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.595629356430429	0.380047064451364	1.0	-0.0401681056298773	61
BBS1	ENSG00000174483	Cystatin C	continuous	376784	pLoF	0.596578988618389	0.382648269707724	0.90109290095949	-0.00272154414879789	48
BBS1	ENSG00000174483	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.597361936174457	0.658433658428099	0.384337194738191	0.0137665688422542	48
NEK8	ENSG00000160602	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.597489783254717	0.653855243646873	0.40179259841381	0.0224890673049711	39
MKS1	ENSG00000011143	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.599458253977691	0.391600670597979	1.0	-0.0402180748552832	48
CC2D2A	ENSG00000048342	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.600708473103357	0.733650953005696	0.401966725930103	0.0161400348889014	136
BBS5	ENSG00000163093	Urea	continuous	376551	pLoF	0.602992568892564	0.39258189765253	0.952393873315127	-0.00325263943545619	28
ANKS6	ENSG00000165138	Microalbumin in urine	continuous	119013	pLoF	0.602995236314839	0.417278731330738	0.394102657786676	0.00452418055938498	50
ALG9	ENSG00000086848	Cystatin C	continuous	376784	pLoF	0.606097478147772	0.883014542856484	0.394380946335596	-0.000452338549236808	46
TMEM231	ENSG00000205084	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.606785673505885	0.931432866620254	0.398185364388819	0.0023515001991868	31
LZTFL1	ENSG00000163818	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.607432426247589	0.402874396609865	0.99999934864482	-0.0409046817064912	17
NEK8	ENSG00000160602	Creatinine	continuous	376624	pLoF	0.609005486303631	0.499270525460498	0.409943964557508	-0.0011803046119188	39
IFT140	ENSG00000187535	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.610794607041697	0.4144467304084	0.947385513907102	-0.00925392261486746	82
BBS12	ENSG00000181004	Microalbumin in urine	continuous	119013	pLoF	0.614216353978584	0.763901934213039	0.441533468844585	0.00447202513922012	10
ANKS6	ENSG00000165138	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.614438032104538	0.401377832785888	1.0	-0.0398440486365021	50
BBS4	ENSG00000140463	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.614474110310324	0.839521631627305	0.410043351872901	0.00338228695096587	48
IFT172	ENSG00000138002	Urea	continuous	376551	pLoF	0.618972547230592	0.513909176427983	0.391991682323848	-0.00106055824192344	123
IFT172	ENSG00000138002	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.619248143120779	0.390625511245346	1.0	-0.0400067095978345	123
TMEM67	ENSG00000164953	Urea	continuous	376551	pLoF	0.622558275181564	0.40888232916969	0.638271518333381	0.000990912060406361	86
MKKS	ENSG00000125863	Microalbumin in urine	continuous	119013	pLoF	0.623030097512541	0.705551575449424	0.411547804474433	-0.00227173566220181	37
TMEM216	ENSG00000187049	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.630046886283884	0.642946725276506	0.482916883330881	0.0150292452873347	13
BBS5	ENSG00000163093	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.630545410477904	0.417256471303743	1.0	-0.0399872386386035	28
DYNC2I1	ENSG00000126870	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.630799849038431	0.408266072990282	1.0	-0.0401645632147688	87
INVS	ENSG00000119509	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.632215121791887	0.415788986230863	0.78376149868967	-0.0121464542201027	84
TTC8	ENSG00000165533	Urea	continuous	376551	pLoF	0.633273886976362	0.424276808961423	0.47840989167627	-0.00276518975185995	28
BBS2	ENSG00000125124	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.636756800499212	0.441162991550643	0.996075442204785	-0.0213593049242306	63
CEP290	ENSG00000198707	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.637377676557874	0.953030455071456	0.414369695998715	-0.000265888835254312	253
INVS	ENSG00000119509	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.640885718471315	0.425152381420238	1.0	-0.0401751556151976	84
BBS7	ENSG00000138686	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.641160969396886	0.422227689941222	1.0	-0.040224946300932	39
TMEM231	ENSG00000205084	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.642791170821918	0.428751509298687	0.881542736782101	-0.0171295302626499	31
CEP290	ENSG00000198707	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.643579541368397	0.419549591460942	0.869742181210922	-0.00573589399492891	253
NPHP3	ENSG00000113971	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.643711868068749	0.430004861383121	1.0	-0.0402251764892814	115
TTC8	ENSG00000165533	Microalbumin in urine	continuous	119013	pLoF	0.644117719847007	0.688397773801874	0.435736818647162	-0.00260011934554774	28
CEP290	ENSG00000198707	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.645585953754097	0.421576912997941	0.752416432588493	-0.00544740575394502	253
IFT140	ENSG00000187535	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.645705490478789	0.450453300520012	0.510988934390826	0.000947977731067334	82
NEK8	ENSG00000160602	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.645744726415613	0.548052797286793	0.44364613330909	0.0205294081293318	39
IFT140	ENSG00000187535	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.647274281850819	0.454158771294599	0.999995247546424	-0.0403869422707372	82
BBS12	ENSG00000181004	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.64917262400117	0.457162298696646	0.9805473652534	-0.0411334034151665	10
BBS10	ENSG00000179941	Microalbumin in urine	continuous	119013	pLoF	0.649354302026759	0.539499044312941	0.54394764733532	0.00311434285245021	14
CC2D2A	ENSG00000048342	Microalbumin in urine	continuous	119013	pLoF	0.649858502948505	0.56239170035526	0.441914787204643	0.00122219289861114	136
BBIP1	ENSG00000214413	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.649917989694571	0.501350216665168	0.959746495156028	-0.0276523580152187	8
TMEM231	ENSG00000205084	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.653058253347928	0.436089502829631	1.0	-0.0393594760140419	31
BBIP1	ENSG00000214413	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.654094493454679	0.508007512323363	0.952487858610086	-0.0281272539853369	8
BBS10	ENSG00000179941	Creatinine	continuous	376624	pLoF	0.655778104725661	0.854312954964503	0.523604657807234	0.000400783955653331	14
BBS10	ENSG00000179941	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.655950028873545	0.528823669426904	0.670798941903879	-0.0403192378120613	14
DNAJB11	ENSG00000090520	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.656409288786694	0.433575447958344	1.0	-0.0406733638673638	25
INVS	ENSG00000119509	Urea	continuous	376551	pLoF	0.659156277584153	0.441945575879605	0.521654926758071	0.00132935691176657	84
NEK8	ENSG00000160602	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.659285651455749	0.496272168759377	0.460930981215911	0.00819048416165592	39
BBS4	ENSG00000140463	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.659810350466243	0.451979370972061	1.0	-0.0401675094478484	48
IFT122	ENSG00000163913	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.661600113913524	0.934436909026965	0.454564496930314	-0.000105132140260874	101
ZNF423	ENSG00000102935	Cystatin C	continuous	376784	pLoF	0.662206920617387	0.460054353109784	0.962470257751202	-0.00690868218716527	11
IFT122	ENSG00000163913	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.66442609737256	0.457055583780288	1.0	-0.0283042274680124	101
BBS2	ENSG00000125124	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.664674290978103	0.468696453878173	1.0	-0.0403055095617015	63
RPGRIP1L	ENSG00000103494	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.665839699410391	0.436317686593585	0.495692426753193	-0.00137160249499008	96
DNAJB11	ENSG00000090520	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.666137073859193	0.436457830328677	1.0	-0.0406019827749964	25
TMEM216	ENSG00000187049	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.667213000935826	0.527385271428757	0.734535245065541	-0.0403326405067872	13
NPHP3	ENSG00000113971	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.667341961747909	0.655261074771035	0.450152775445202	0.00412113575489795	115
RPGRIP1L	ENSG00000103494	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.667839804209202	0.439032905621916	1.0	-0.0379359937169549	96
AHI1	ENSG00000135541	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.668928189092998	0.444897221373426	0.563347990116551	0.00910225901911211	99
INVS	ENSG00000119509	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.6692987942842	0.45005591337182	1.0	-0.040170933519515	84
CC2D2A	ENSG00000048342	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.669774670061313	0.668381277975573	0.460597053778849	0.00434622437373414	136
BBS9	ENSG00000122507	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.673677183518279	0.748727300056227	0.449461285598972	0.00806440964498356	61
BBS12	ENSG00000181004	Cystatin C	continuous	376784	pLoF	0.675151800904904	0.473645801301567	0.862932884274049	0.00465694498263267	10
RPGRIP1L	ENSG00000103494	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.680729847286272	0.927885793249201	0.450606188162413	0.00161660239925535	96
IFT172	ENSG00000138002	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.682204481296966	0.447784305871366	0.993031636804646	-0.0201815725270884	123
BBS9	ENSG00000122507	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.682851329890412	0.456607098753556	1.0	-0.0401567426479747	61
BBS7	ENSG00000138686	Microalbumin in urine	continuous	119013	pLoF	0.684992469287209	0.575745196560359	0.459716764169907	-0.00269775676049526	39
ANKS6	ENSG00000165138	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.685784449603498	0.464753950283502	0.98297560618465	-0.0197916861321947	50
TTC8	ENSG00000165533	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.686232900312667	0.472474059814023	1.0	-0.0402776899333949	28
ALG9	ENSG00000086848	Urea	continuous	376551	pLoF	0.686529986758843	0.464311565571013	0.856768000767918	-0.00240188573189079	46
NPHP3	ENSG00000113971	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.689550968963379	0.469393896370396	1.0	-0.0403027373195625	115
ALG9	ENSG00000086848	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.689633756083931	0.468606736231764	1.0	-0.040294170392013	46
NPHP3	ENSG00000113971	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.691938103482529	0.472346645496707	0.893128632749502	-0.00857460826349878	115
BBS10	ENSG00000179941	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.692093840786561	0.579941813850054	0.567493942922536	0.0292994240505466	14
SDCCAG8	ENSG00000054282	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.69225956729835	0.771263888755062	0.482976365851411	0.0133317358123731	59
ANKS6	ENSG00000165138	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.693325552775155	0.470862111326098	0.954852605697823	-0.0156573300481502	50
BBS10	ENSG00000179941	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.693841068957968	0.569773380945938	0.906578450341842	-0.0114056594435747	14
CC2D2A	ENSG00000048342	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.693910027960696	0.483849370221205	1.0	-0.0398114640011542	136
BBS2	ENSG00000125124	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.693928229166171	0.492237693920823	0.841914989270674	-0.0152388969958494	63
DYNC2I1	ENSG00000126870	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.694948873197131	0.463978036709628	0.99236032242962	-0.0200414996595353	87
MKKS	ENSG00000125863	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.696182213745566	0.834538262638755	0.471350482236727	-0.00424689903128323	37
IFT122	ENSG00000163913	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.698379748873531	0.942753501195385	0.492628333850875	-0.00221964141164945	101
BBS9	ENSG00000122507	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.698586101313968	0.840860135016358	0.467885081926993	-0.000375347486005835	61
BBS12	ENSG00000181004	Urea	continuous	376551	pLoF	0.699224224789946	0.684140051712702	0.497281558642796	0.00281463308243425	10
TTC8	ENSG00000165533	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.699694365272322	0.485638313024268	0.845082707517504	-0.0197010038178758	28
BBS12	ENSG00000181004	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.700139123195312	0.505640000882344	0.992449663204541	-0.0407612354211886	10
ALG9	ENSG00000086848	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.703650086143136	0.483659860047569	0.986895999318217	-0.0201558291720579	46
BBS4	ENSG00000140463	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.704424304515485	0.558867655170177	0.489250701796616	0.010785490654108	48
ALG9	ENSG00000086848	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.704614109154234	0.857767185190843	0.480642792596359	-0.000592629890141895	46
LZTFL1	ENSG00000163818	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.705246315778329	0.486886623554651	1.0	-0.0406003508678868	17
NPHP1	ENSG00000144061	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.707682902214353	0.487573113584558	1.0	-0.0402167246681473	37
TMEM67	ENSG00000164953	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.708602707545642	0.488401944754449	1.0	-0.0349355019411673	86
BBS2	ENSG00000125124	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.709705541459723	0.509773021871858	1.0	-0.0402958252467895	63
DYNC2I1	ENSG00000126870	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.713505889192951	0.480630842815037	1.0	-0.0401413384210828	87
BBS5	ENSG00000163093	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.715633334620802	0.822586869692715	0.492976721377172	0.00082895648513164	28
CC2D2A	ENSG00000048342	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.715873119993952	0.503724746143803	1.0	-0.0396520735348157	136
DNAJB11	ENSG00000090520	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.71689100421442	0.48588657422243	1.0	-0.0405242992092856	25
BBIP1	ENSG00000214413	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.717199585422272	0.575154866091109	0.971708695616859	-0.0264600730530313	8
RPGRIP1L	ENSG00000103494	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.717342178669352	0.485666958783453	0.852752220751995	-0.00711202189671151	96
TMEM216	ENSG00000187049	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.719590170732228	0.567395181682969	0.62578467403276	0.01551515925941	13
BBS10	ENSG00000179941	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.721456053636664	0.597856334309392	0.773069401298129	-0.0403010501371152	14
NEK8	ENSG00000160602	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.721509856482343	0.519377116766742	0.670421475242708	0.0103750882924102	39
BBS12	ENSG00000181004	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.721919574096622	0.590064234732279	0.530296383872383	-0.00369922839322127	10
TMEM216	ENSG00000187049	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.72281260325278	0.585055099347213	0.827271130561946	-0.0403189920853852	13
BBS12	ENSG00000181004	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.723687193865762	0.526571206386414	0.997169425374698	-0.0406198938480132	10
TMEM216	ENSG00000187049	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.724232340190441	0.597123227964251	0.784887517290302	-0.0402560302530367	13
ZNF423	ENSG00000102935	Urea	continuous	376551	pLoF	0.726413065240446	0.523943812885855	0.520845399350198	-0.00634499176720314	11
BBS4	ENSG00000140463	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.727409598718666	0.517481904653887	1.0	-0.0401601043026784	48
NPHP3	ENSG00000113971	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.727429520859178	0.506625005423772	1.0	-0.0402824123627862	115
BBS5	ENSG00000163093	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.727928472960543	0.508118674983465	1.0	-0.0400590276834977	28
ZNF423	ENSG00000102935	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.729538554461229	0.527752758393494	0.99996681161501	-0.0333338540769132	11
IFT122	ENSG00000163913	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.731736349866436	0.735839084791425	0.520231840215735	0.00395876382747837	101
IFT172	ENSG00000138002	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.732261612328008	0.489798698417377	0.988498854892512	-0.00863284191211012	123
SDCCAG8	ENSG00000054282	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.733644390130351	0.521895042612916	1.0	-0.0390717443621202	59
MKS1	ENSG00000011143	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.736981942700594	0.73752944856574	0.514276627678216	-0.00416710632156326	48
NEK8	ENSG00000160602	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.738465007616922	0.529543943444196	0.999999922267034	-0.0401709654496486	39
AHI1	ENSG00000135541	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.73927366897452	0.926550596831453	0.511258690518832	0.000949231747341754	99
TMEM237	ENSG00000155755	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.739697548723893	0.51905687655321	0.913592551408246	-0.0110213868604016	44
MKS1	ENSG00000011143	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.739725720050921	0.822817176478584	0.519773612379973	0.00677959061226113	48
AHI1	ENSG00000135541	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.741542408684374	0.513355411537731	1.0	-0.0401790175443913	99
INVS	ENSG00000119509	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.742254043959038	0.520396749542728	0.716127075536624	-0.00108887863826142	84
BBS2	ENSG00000125124	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.742765552338361	0.540841920380152	1.0	-0.0402969538203395	63
BBS10	ENSG00000179941	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.745352373631094	0.621624132766123	0.929542937196127	-0.00126638827370809	14
TMEM231	ENSG00000205084	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.746338713849279	0.525796555472595	1.0	-0.0394985421812636	31
BBS10	ENSG00000179941	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.748176050982824	0.632147060201245	0.672671563145286	-0.00686588750410971	14
BBS2	ENSG00000125124	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.749451812320041	0.769759855014317	0.547334955460574	0.00901356250977075	63
