disease_id	has_chd	has_kidney	has_ckd	n_terms	n_systems
OMIM:616342	0	0	0	26	7
OMIM:616345	0	0	0	4	1
OMIM:616346	0	0	0	22	2
OMIM:616351	0	0	0	26	9
OMIM:616353	0	0	0	18	8
OMIM:616354	0	0	0	53	12
OMIM:616355	0	0	0	31	9
OMIM:616357	0	0	0	5	2
OMIM:616362	0	1	0	37	8
OMIM:616364	1	1	0	138	14
OMIM:616366	0	0	0	15	2
OMIM:616367	1	0	0	26	6
OMIM:616368	1	1	0	44	13
OMIM:616370	0	0	0	16	5
OMIM:616371	0	0	0	11	3
OMIM:616373	0	0	0	9	2
OMIM:616389	0	0	0	6	1
OMIM:616390	0	0	0	10	4
OMIM:616393	0	0	0	29	7
OMIM:616394	0	0	0	8	3
OMIM:616395	0	0	0	37	14
OMIM:616398	0	0	0	14	4
OMIM:616399	0	0	0	7	1
OMIM:616400	0	0	0	2	2
OMIM:616402	0	0	0	9	3
OMIM:616409	0	0	0	20	3
OMIM:616410	0	0	0	9	1
OMIM:616411	0	0	0	10	4
OMIM:616413	0	0	0	14	2
OMIM:616414	0	1	0	17	8
OMIM:616415	0	0	0	12	6
OMIM:616418	0	0	0	14	5
OMIM:616420	0	0	0	39	8
OMIM:616421	0	0	0	17	2
OMIM:616425	0	0	0	14	2
OMIM:616428	0	0	0	7	1
OMIM:616430	0	0	0	27	13
OMIM:616433	0	0	0	25	11
OMIM:616435	0	0	0	13	11
OMIM:616436	0	0	0	3	1
OMIM:616437	0	0	0	19	3
OMIM:616439	0	0	0	20	3
OMIM:616445	0	0	0	7	4
OMIM:616449	1	1	0	49	12
OMIM:616451	0	0	0	12	3
OMIM:616452	0	0	0	8	6
OMIM:616455	0	0	0	25	6
OMIM:616457	0	0	0	25	7
OMIM:616459	1	0	0	24	9
OMIM:616460	0	0	0	6	5
OMIM:616461	0	0	0	8	1
OMIM:616462	1	1	0	104	14
OMIM:616468	0	0	0	23	1
OMIM:616469	0	0	0	14	3
OMIM:616470	0	0	0	15	4
OMIM:616471	0	0	0	19	5
OMIM:616479	0	0	0	46	10
OMIM:616481	1	0	0	15	7
OMIM:616482	0	0	0	49	16
OMIM:616483	1	0	0	13	6
OMIM:616486	0	0	0	25	4
OMIM:616487	0	0	0	8	2
OMIM:616488	0	0	0	18	8
OMIM:616489	0	0	0	28	11
OMIM:616490	0	0	0	10	6
OMIM:616491	0	0	0	15	4
OMIM:616494	0	0	0	17	5
OMIM:616500	1	0	0	5	3
OMIM:616501	1	0	0	16	6
OMIM:616502	0	0	0	7	2
OMIM:616503	0	0	0	36	9
OMIM:616505	0	0	0	42	7
OMIM:616507	0	0	0	25	9
OMIM:616509	0	0	0	4	1
OMIM:616511	0	0	0	6	3
OMIM:616515	0	0	0	8	3
OMIM:616516	0	0	0	15	5
OMIM:616517	0	0	0	9	2
OMIM:616521	0	0	0	29	8
OMIM:616531	0	1	0	18	7
OMIM:616532	0	0	0	7	3
OMIM:616534	0	0	0	6	4
OMIM:616535	0	0	0	2	2
OMIM:616538	0	0	0	27	6
OMIM:616539	1	0	0	42	14
OMIM:616540	0	0	0	20	4
OMIM:616541	1	1	0	57	15
OMIM:616544	0	0	0	21	1
OMIM:616546	1	1	0	35	13
OMIM:616549	1	0	0	25	10
OMIM:616553	0	0	0	15	8
OMIM:616559	1	0	0	18	9
OMIM:616562	0	1	0	14	5
OMIM:616564	1	0	0	42	14
OMIM:616566	0	0	0	6	1
OMIM:616570	0	0	0	19	10
OMIM:616576	0	0	0	18	9
OMIM:616577	0	0	0	31	9
OMIM:616579	0	0	0	44	9
OMIM:616580	0	1	1	71	13
OMIM:616583	0	0	0	17	6
OMIM:616586	0	0	0	28	10
OMIM:616589	1	1	0	17	8
OMIM:616592	0	0	0	26	8
OMIM:616602	0	0	0	26	6
OMIM:616603	0	1	0	35	11
OMIM:616617	0	0	0	8	6
OMIM:616622	0	0	0	10	6
OMIM:616625	0	0	0	12	3
OMIM:616629	0	1	1	18	10
OMIM:616631	0	0	0	5	1
OMIM:616632	0	0	0	14	6
OMIM:616636	0	0	0	13	5
OMIM:616638	0	0	0	43	13
OMIM:616640	0	0	0	21	4
OMIM:616645	0	0	0	16	3
OMIM:616647	1	0	0	19	7
OMIM:616649	0	0	0	9	6
OMIM:616651	1	0	0	40	14
OMIM:616654	0	0	0	19	4
OMIM:616657	0	0	0	26	4
OMIM:616668	0	0	0	27	3
OMIM:616669	0	0	0	2	1
OMIM:616672	0	0	0	36	9
OMIM:616680	0	0	0	32	4
OMIM:616681	0	0	0	23	8
OMIM:616682	1	0	0	43	13
OMIM:616683	0	0	0	27	8
OMIM:616684	0	0	0	17	5
OMIM:616685	0	0	0	10	1
OMIM:616687	0	0	0	17	4
OMIM:616688	0	0	0	40	6
OMIM:616689	0	0	0	16	6
OMIM:616697	0	0	0	2	1
OMIM:616705	0	0	0	2	1
OMIM:616707	0	0	0	2	1
OMIM:616708	0	0	0	39	8
OMIM:616710	0	0	0	16	4
OMIM:616716	0	0	0	32	9
OMIM:616719	0	0	0	26	6
OMIM:616720	0	0	0	29	10
OMIM:616721	0	0	0	24	7
OMIM:616722	0	0	0	6	1
OMIM:616723	0	0	0	40	8
OMIM:616724	0	0	0	3	1
OMIM:616726	0	0	0	11	4
OMIM:616728	0	0	0	40	10
OMIM:616730	1	1	1	28	8
OMIM:616732	0	0	0	13	2
OMIM:616733	1	1	0	25	12
OMIM:616734	0	0	0	54	10
OMIM:616736	0	0	0	14	1
OMIM:616737	1	1	0	66	13
OMIM:616738	0	0	0	15	12
OMIM:616739	0	0	0	8	3
OMIM:616740	0	0	0	13	12
OMIM:616744	0	0	0	19	10
OMIM:616749	1	0	0	22	6
OMIM:616754	0	0	0	1	0
OMIM:616756	0	0	0	29	7
OMIM:616760	0	0	0	7	2
OMIM:616763	0	0	0	13	4
OMIM:616777	1	0	0	30	12
OMIM:616779	0	0	0	17	2
OMIM:616780	0	0	0	4	1
OMIM:616781	0	0	0	9	3
OMIM:616784	0	0	0	18	9
OMIM:616788	0	0	0	23	9
OMIM:616789	1	0	0	36	9
OMIM:616794	0	0	0	19	9
OMIM:616795	0	0	0	23	6
OMIM:616801	0	0	0	51	8
OMIM:616803	0	0	0	28	6
OMIM:616806	0	0	0	5	2
OMIM:616809	0	1	0	45	14
OMIM:616811	0	0	0	26	7
OMIM:616812	0	0	0	21	6
OMIM:616814	0	0	0	2	1
OMIM:616816	1	0	0	18	8
OMIM:616817	0	1	0	46	11
OMIM:616818	0	1	1	9	3
OMIM:616819	0	0	0	23	7
OMIM:616827	1	0	0	15	6
OMIM:616828	0	0	0	25	9
OMIM:616829	0	0	0	23	4
OMIM:616831	0	0	0	34	9
OMIM:616833	1	1	0	9	5
OMIM:616834	0	0	0	20	10
OMIM:616835	0	0	0	44	12
OMIM:616839	0	0	0	3	2
OMIM:616840	0	0	0	31	6
OMIM:616843	1	0	0	32	14
OMIM:616849	0	0	0	12	3
OMIM:616851	0	0	0	2	1
OMIM:616852	0	0	0	22	5
OMIM:616854	1	1	0	31	13
OMIM:616858	0	0	0	11	9
OMIM:616859	0	0	0	22	5
OMIM:616860	0	0	0	16	7
OMIM:616863	0	0	0	25	8
OMIM:616866	1	0	0	33	9
OMIM:616867	1	0	0	25	6
OMIM:616868	0	0	0	15	5
OMIM:616871	0	0	0	14	5
OMIM:616873	0	0	0	16	6
OMIM:616875	0	0	0	37	8
OMIM:616878	1	0	0	61	10
OMIM:616881	0	0	0	25	6
OMIM:616882	0	0	0	3	1
OMIM:616887	0	0	0	6	1
OMIM:616890	0	0	0	8	3
OMIM:616892	0	1	1	7	2
OMIM:616893	0	1	1	4	1
OMIM:616894	1	0	0	53	11
OMIM:616896	1	0	0	22	11
OMIM:616897	1	1	0	49	13
OMIM:616900	0	1	0	118	14
OMIM:616901	1	1	0	29	11
OMIM:616903	0	0	0	1	0
OMIM:616907	0	0	0	32	6
OMIM:616910	0	0	0	24	12
OMIM:616911	0	0	0	12	7
OMIM:616913	0	0	0	5	5
OMIM:616914	1	0	0	50	12
OMIM:616917	0	0	0	18	4
OMIM:616920	1	0	0	40	10
OMIM:616921	0	0	0	16	4
OMIM:616922	0	0	0	7	1
OMIM:616924	0	0	0	26	5
OMIM:616937	0	0	0	10	4
OMIM:616938	1	0	0	32	10
OMIM:616939	0	0	0	7	1
OMIM:616941	0	0	0	7	5
OMIM:616943	0	0	0	27	9
OMIM:616944	0	0	0	13	4
OMIM:616946	0	0	0	5	3
OMIM:616947	0	0	0	4	2
OMIM:616948	0	0	0	15	3
OMIM:616949	0	0	0	11	7
OMIM:616950	0	0	0	8	2
OMIM:616954	0	0	0	28	7
OMIM:616959	0	0	0	26	5
OMIM:616963	0	1	0	10	4
OMIM:616968	0	0	0	6	1
OMIM:616969	0	0	0	6	1
OMIM:616973	0	1	0	82	12
OMIM:616974	1	0	0	29	9
OMIM:616975	1	1	0	90	14
OMIM:616977	0	0	0	122	16
OMIM:616981	0	0	0	24	3
OMIM:616994	0	0	0	11	4
OMIM:617004	0	0	0	4	1
OMIM:617006	0	1	0	12	7
OMIM:617008	0	0	0	20	5
OMIM:617011	0	0	0	43	8
OMIM:617013	0	0	0	45	6
OMIM:617014	0	0	0	7	2
OMIM:617017	0	0	0	14	3
OMIM:617018	0	0	0	22	5
OMIM:617020	0	0	0	20	7
OMIM:617021	1	0	0	30	9
OMIM:617022	1	0	0	32	13
OMIM:617023	0	0	0	10	3
OMIM:617024	0	0	0	8	2
OMIM:617025	0	0	0	2	1
OMIM:617026	0	0	0	23	4
OMIM:617027	0	0	0	7	2
OMIM:617028	0	0	0	7	1
OMIM:617030	0	0	0	12	5
OMIM:617035	0	0	0	4	3
OMIM:617039	0	0	0	2	1
OMIM:617041	0	0	0	6	3
OMIM:617044	1	0	0	19	6
OMIM:617046	0	0	0	10	3
OMIM:617047	1	0	0	19	3
OMIM:617049	0	0	0	20	7
OMIM:617050	0	0	0	28	11
OMIM:617051	0	0	0	15	4
OMIM:617052	0	0	0	59	15
OMIM:617053	0	0	0	44	14
OMIM:617054	0	0	0	19	6
OMIM:617055	0	0	0	16	8
OMIM:617056	0	1	1	48	13
OMIM:617061	1	0	0	69	11
OMIM:617062	1	0	0	48	15
OMIM:617063	1	0	0	52	14
OMIM:617065	0	0	0	22	6
OMIM:617066	0	0	0	25	7
OMIM:617068	0	0	0	6	4
OMIM:617069	0	0	0	16	8
OMIM:617070	0	0	0	22	8
OMIM:617072	0	0	0	20	5
OMIM:617073	0	0	0	6	2
OMIM:617075	0	0	0	2	3
OMIM:617080	0	0	0	6	1
OMIM:617082	0	0	0	19	10
OMIM:617086	0	0	0	25	6
OMIM:617087	0	0	0	21	6
OMIM:617088	1	1	0	34	13
OMIM:617090	0	1	0	29	8
OMIM:617091	0	0	0	11	5
OMIM:617092	1	0	0	13	8
OMIM:617093	0	1	0	37	10
OMIM:617099	0	0	0	21	10
OMIM:617100	0	1	0	12	6
OMIM:617101	0	0	0	32	7
OMIM:617102	0	0	0	34	9
OMIM:617105	0	1	0	35	5
OMIM:617106	0	0	0	24	3
OMIM:617107	1	1	0	39	14
OMIM:617108	0	0	0	2	2
OMIM:617111	0	0	0	6	1
OMIM:617113	0	0	0	18	2
OMIM:617114	0	0	0	36	9
OMIM:617115	0	0	0	5	1
OMIM:617116	0	0	0	4	1
OMIM:617118	0	0	0	5	1
OMIM:617119	0	0	0	14	8
OMIM:617120	0	1	0	17	6
OMIM:617121	0	0	0	21	5
OMIM:617123	0	0	0	10	1
OMIM:617125	0	0	0	2	1
OMIM:617126	0	0	0	26	7
OMIM:617127	0	1	0	17	7
OMIM:617132	0	0	0	26	5
OMIM:617133	0	0	0	11	3
OMIM:617137	1	0	0	57	14
OMIM:617140	1	1	0	84	13
OMIM:617141	0	0	0	8	1
OMIM:617142	0	0	0	7	1
OMIM:617143	0	0	0	27	8
OMIM:617145	0	0	0	23	6
OMIM:617146	0	0	0	35	8
OMIM:617153	0	0	0	11	3
OMIM:617156	0	0	0	28	11
OMIM:617157	0	1	0	65	13
OMIM:617158	0	0	0	14	5
OMIM:617159	1	0	1	40	11
OMIM:617162	0	0	0	21	8
OMIM:617164	1	0	0	46	10
OMIM:617166	0	0	0	29	6
OMIM:617168	1	0	0	25	7
OMIM:617169	0	0	0	19	4
OMIM:617171	0	0	0	18	3
OMIM:617173	0	0	0	13	5
OMIM:617174	0	0	0	19	10
OMIM:617175	0	0	0	10	5
OMIM:617180	0	0	0	39	12
OMIM:617182	1	0	0	18	6
OMIM:617183	1	0	0	38	8
OMIM:617184	1	0	0	17	7
OMIM:617186	0	0	0	42	9
OMIM:617187	0	0	0	5	1
OMIM:617188	0	0	0	19	3
OMIM:617190	1	1	0	46	13
OMIM:617193	0	0	0	58	11
OMIM:617194	0	0	0	15	6
OMIM:617201	1	0	0	57	10
OMIM:617205	1	0	0	14	4
OMIM:617207	0	0	0	24	5
OMIM:617213	0	0	0	2	2
OMIM:617214	0	0	0	3	1
OMIM:617217	0	0	0	4	2
OMIM:617222	1	0	0	12	5
OMIM:617223	1	0	0	4	2
OMIM:617225	0	0	0	30	5
OMIM:617228	1	0	0	24	8
OMIM:617232	0	0	0	15	5
OMIM:617234	0	0	0	3	2
OMIM:617235	0	0	0	24	6
OMIM:617236	0	0	0	11	3
OMIM:617237	0	0	0	32	13
OMIM:617238	0	0	0	4	1
OMIM:617239	0	0	0	19	9
OMIM:617241	0	0	0	21	14
OMIM:617243	0	0	0	10	8
OMIM:617244	0	1	0	20	12
OMIM:617247	0	1	0	13	9
OMIM:617248	0	0	0	36	14
OMIM:617251	0	0	0	5	2
OMIM:617252	0	0	0	6	1
OMIM:617253	1	0	0	28	14
OMIM:617255	0	0	0	31	6
OMIM:617258	0	0	0	48	13
OMIM:617260	0	1	0	43	13
OMIM:617268	0	0	0	40	7
OMIM:617270	0	0	0	18	3
OMIM:617271	0	1	1	10	2
OMIM:617272	0	0	0	6	2
OMIM:617275	0	0	0	4	1
OMIM:617276	0	0	0	28	6
OMIM:617280	0	0	0	8	1
OMIM:617281	0	0	0	42	6
OMIM:617282	0	0	0	36	6
OMIM:617284	0	0	0	29	6
OMIM:617290	0	0	0	30	7
OMIM:617294	0	0	0	11	3
OMIM:617296	0	0	0	36	7
OMIM:617300	1	0	0	17	7
OMIM:617301	0	0	0	35	10
OMIM:617302	0	0	0	48	11
OMIM:617303	1	1	0	67	14
OMIM:617304	0	0	0	13	2
OMIM:617306	0	0	0	23	8
OMIM:617315	0	0	0	6	1
OMIM:617319	0	0	0	14	2
OMIM:617320	0	0	0	2	1
OMIM:617321	1	1	0	21	12
OMIM:617323	0	0	0	4	1
OMIM:617330	0	0	0	70	12
OMIM:617336	1	0	0	20	8
OMIM:617337	0	0	0	18	5
OMIM:617339	0	0	0	37	7
OMIM:617341	0	0	0	19	9
OMIM:617343	0	1	0	7	5
OMIM:617349	0	0	0	6	1
OMIM:617350	0	0	0	16	2
OMIM:617360	1	0	0	67	12
OMIM:617364	1	0	0	29	8
OMIM:617370	0	1	0	16	7
OMIM:617383	0	0	0	5	3
OMIM:617384	0	0	0	15	4
OMIM:617388	0	0	0	26	16
OMIM:617389	0	0	0	22	5
OMIM:617391	0	0	0	19	3
OMIM:617392	0	0	0	12	3
OMIM:617393	0	0	0	28	6
OMIM:617394	0	0	0	24	8
OMIM:617395	0	0	0	14	5
OMIM:617396	0	0	0	29	5
OMIM:617397	1	1	0	29	12
OMIM:617402	1	1	0	65	13
OMIM:617403	1	0	0	47	11
OMIM:617404	0	0	0	27	7
OMIM:617405	0	0	0	13	3
OMIM:617406	0	1	0	19	8
OMIM:617408	1	0	0	5	2
OMIM:617409	0	0	0	3	2
OMIM:617412	0	0	0	29	8
OMIM:617425	0	1	0	92	17
OMIM:617432	0	0	0	10	5
OMIM:617433	0	0	0	8	1
OMIM:617435	0	0	0	33	5
OMIM:617439	0	0	0	4	3
OMIM:617441	0	0	0	7	4
OMIM:617442	0	0	0	7	3
OMIM:617443	0	0	0	12	4
OMIM:617450	1	0	0	35	12
OMIM:617452	1	0	0	50	10
OMIM:617460	0	0	0	12	3
OMIM:617466	0	1	0	12	5
OMIM:617468	0	0	0	31	8
OMIM:617475	0	0	0	34	13
OMIM:617478	1	1	1	25	10
OMIM:617480	0	0	0	10	1
OMIM:617481	0	0	0	31	7
OMIM:617493	0	0	0	30	4
OMIM:617506	1	0	0	82	14
OMIM:617507	0	0	0	32	7
OMIM:617514	0	0	0	27	8
OMIM:617516	1	1	0	89	16
OMIM:617519	0	0	0	45	10
OMIM:617520	0	0	0	4	3
OMIM:617523	0	0	0	28	8
OMIM:617524	0	0	0	6	3
OMIM:617525	0	0	0	9	3
OMIM:617526	0	0	0	7	3
OMIM:617527	0	0	0	67	13
OMIM:617532	0	0	0	15	5
OMIM:617537	0	0	0	26	8
OMIM:617540	0	0	0	4	3
OMIM:617542	0	0	0	23	3
OMIM:617547	0	0	0	16	4
OMIM:617557	1	1	0	55	12
OMIM:617560	0	0	0	45	5
OMIM:617561	0	0	0	47	12
OMIM:617562	0	1	0	12	5
OMIM:617563	0	0	0	23	9
OMIM:617564	0	1	0	12	5
OMIM:617565	0	0	0	8	2
OMIM:617571	0	0	0	8	2
OMIM:617572	0	0	0	8	1
OMIM:617574	0	0	0	7	3
OMIM:617575	0	1	1	36	11
OMIM:617576	0	0	0	8	1
OMIM:617577	1	0	0	13	6
OMIM:617584	0	0	0	13	2
OMIM:617585	0	0	0	12	10
OMIM:617591	0	0	0	26	14
OMIM:617592	0	0	0	7	1
OMIM:617593	0	0	0	6	1
OMIM:617595	0	1	1	44	14
OMIM:617596	0	0	0	2	1
OMIM:617598	0	1	0	19	11
OMIM:617599	0	0	0	25	7
OMIM:617600	0	0	0	35	8
OMIM:617601	0	0	0	17	4
OMIM:617602	1	0	0	47	11
OMIM:617604	0	0	0	22	6
OMIM:617605	0	0	0	4	1
OMIM:617606	0	0	0	5	1
OMIM:617607	0	0	0	4	2
OMIM:617609	0	1	1	7	3
OMIM:617610	0	1	1	12	4
OMIM:617613	0	0	0	19	7
OMIM:617616	1	0	0	65	12
OMIM:617622	0	0	0	32	7
OMIM:617626	0	0	0	5	3
OMIM:617629	0	0	0	7	1
OMIM:617633	0	0	0	21	4
OMIM:617635	1	0	0	29	12
OMIM:617637	0	0	0	2	1
OMIM:617638	0	0	0	14	7
OMIM:617641	1	1	1	43	11
OMIM:617642	0	0	0	6	2
OMIM:617643	0	0	0	9	2
OMIM:617644	0	0	0	5	1
OMIM:617654	0	0	0	5	3
OMIM:617660	1	1	0	24	10
OMIM:617661	1	1	1	21	10
OMIM:617662	0	0	0	17	7
OMIM:617663	0	0	0	4	1
OMIM:617664	0	1	0	36	7
OMIM:617665	0	0	0	21	2
OMIM:617666	0	1	0	28	13
OMIM:617667	0	1	0	23	10
OMIM:617668	0	0	0	30	6
OMIM:617669	0	0	0	30	7
OMIM:617671	0	1	1	16	7
OMIM:617672	0	0	0	30	5
OMIM:617675	0	0	0	43	13
OMIM:617681	0	0	0	14	5
OMIM:617682	0	0	0	22	7
OMIM:617686	0	0	0	9	5
OMIM:617690	0	0	0	10	5
OMIM:617691	0	0	0	16	5
OMIM:617694	1	0	0	56	10
OMIM:617695	0	0	0	42	10
OMIM:617698	0	0	0	36	10
OMIM:617706	0	0	0	5	1
OMIM:617707	0	0	0	4	1
OMIM:617709	0	0	0	11	5
OMIM:617710	1	0	0	44	10
OMIM:617711	0	0	0	37	9
OMIM:617712	0	0	0	3	1
OMIM:617713	1	0	0	31	13
OMIM:617717	0	0	0	8	2
OMIM:617718	0	0	0	25	12
OMIM:617719	0	0	0	11	3
OMIM:617721	0	0	0	13	3
OMIM:617729	0	1	1	50	12
OMIM:617730	0	1	1	29	11
OMIM:617731	0	1	1	23	7
OMIM:617732	0	0	0	10	6
OMIM:617743	0	0	0	4	1
OMIM:617744	1	0	0	27	12
OMIM:617746	1	0	0	51	12
OMIM:617751	1	0	0	49	12
OMIM:617752	0	0	0	38	7
OMIM:617755	0	0	0	28	7
OMIM:617756	0	0	0	9	4
OMIM:617757	1	0	0	22	7
OMIM:617760	0	0	0	23	4
OMIM:617761	0	0	0	12	3
OMIM:617762	0	0	0	26	8
OMIM:617763	0	0	0	43	10
OMIM:617765	0	0	0	11	9
OMIM:617767	0	0	0	12	9
OMIM:617768	0	0	0	20	5
OMIM:617769	0	0	0	8	2
OMIM:617770	0	0	0	13	2
OMIM:617771	0	0	0	18	3
OMIM:617772	0	0	0	11	9
OMIM:617773	0	0	0	50	7
OMIM:617780	0	0	0	25	11
OMIM:617781	0	0	0	12	5
OMIM:617783	0	1	0	6	3
OMIM:617784	0	1	0	18	12
OMIM:617787	0	0	0	10	2
OMIM:617788	0	0	0	36	11
OMIM:617796	0	0	0	59	13
OMIM:617798	1	1	0	45	11
OMIM:617799	0	0	0	64	13
OMIM:617800	0	0	0	15	5
OMIM:617802	0	0	0	43	12
OMIM:617804	0	0	0	58	9
OMIM:617805	0	1	0	10	1
OMIM:617807	0	0	0	43	8
OMIM:617808	1	0	0	147	15
OMIM:617809	0	0	0	31	12
OMIM:617810	0	0	0	29	4
OMIM:617816	0	0	0	8	2
OMIM:617820	0	0	0	25	6
OMIM:617821	0	0	0	22	9
OMIM:617822	1	0	0	52	10
OMIM:617825	0	0	0	4	2
OMIM:617827	0	0	0	18	10
OMIM:617829	0	0	0	19	5
OMIM:617830	0	0	0	19	5
OMIM:617831	0	0	0	19	1
OMIM:617836	0	0	0	18	3
OMIM:617839	0	0	0	7	2
OMIM:617854	0	0	0	42	6
OMIM:617862	0	0	0	29	6
OMIM:617863	0	0	0	9	1
OMIM:617864	0	0	0	32	7
OMIM:617865	0	0	0	45	8
OMIM:617866	0	1	0	28	8
OMIM:617871	0	0	0	8	2
OMIM:617872	0	0	0	19	7
OMIM:617873	0	0	0	22	7
OMIM:617874	0	1	0	3	2
OMIM:617875	0	1	0	4	2
OMIM:617877	1	0	0	40	8
OMIM:617879	0	0	0	11	3
OMIM:617882	0	0	0	30	6
OMIM:617883	0	0	0	32	13
OMIM:617885	0	0	0	13	5
OMIM:617892	0	0	0	14	4
OMIM:617895	1	0	0	28	9
OMIM:617898	0	0	0	7	3
OMIM:617899	0	0	0	15	8
OMIM:617900	0	0	0	13	2
OMIM:617903	0	0	0	24	5
OMIM:617904	0	0	0	21	3
OMIM:617907	0	0	0	5	2
OMIM:617911	0	0	0	4	1
OMIM:617912	1	0	0	12	1
OMIM:617913	0	1	0	38	12
OMIM:617914	0	1	0	31	6
OMIM:617915	0	0	0	19	5
OMIM:617916	0	0	0	26	6
OMIM:617917	0	0	0	16	3
OMIM:617920	0	0	0	9	1
OMIM:617921	0	0	0	5	1
OMIM:617924	0	0	0	9	1
OMIM:617925	1	0	0	44	12
OMIM:617926	1	1	0	24	9
OMIM:617927	0	0	0	22	7
OMIM:617928	0	0	0	5	1
OMIM:617933	0	0	0	19	5
OMIM:617935	0	0	0	16	3
OMIM:617936	0	0	0	2	1
OMIM:617938	0	0	0	20	6
OMIM:617941	0	0	0	30	11
OMIM:617948	0	0	0	6	3
OMIM:617950	0	0	0	22	11
OMIM:617951	0	0	0	38	7
OMIM:617952	0	0	0	20	7
OMIM:617954	0	0	0	27	8
OMIM:617959	0	0	0	6	1
OMIM:617960	0	0	0	7	1
OMIM:617961	0	0	0	4	1
OMIM:617964	0	0	0	38	5
OMIM:617965	0	0	0	8	1
OMIM:617967	0	0	0	13	5
OMIM:617970	0	0	0	7	2
OMIM:617971	0	0	0	3	2
OMIM:617973	0	0	0	4	2
OMIM:617974	0	0	0	13	5
OMIM:617976	0	0	0	34	10
OMIM:617977	0	0	0	25	5
OMIM:617980	0	0	0	4	1
OMIM:617981	0	0	0	4	1
OMIM:617982	1	0	0	36	11
OMIM:617983	0	0	0	9	4
OMIM:617984	0	0	0	8	5
OMIM:617985	0	0	0	6	4
OMIM:617988	0	0	0	139	13
OMIM:617991	0	0	0	39	12
OMIM:617992	1	0	0	8	4
OMIM:617993	0	1	0	5	5
OMIM:617994	0	1	0	16	8
OMIM:617996	0	0	0	4	1
OMIM:618000	1	0	0	65	14
OMIM:618003	0	0	0	8	2
OMIM:618004	0	0	0	45	7
OMIM:618005	1	1	0	34	16
OMIM:618006	0	0	0	27	6
OMIM:618008	0	0	0	16	4
OMIM:618009	0	0	0	20	6
OMIM:618010	0	0	0	25	9
OMIM:618011	0	0	0	23	7
OMIM:618012	0	0	0	29	4
OMIM:618013	0	0	0	4	1
OMIM:618014	0	0	0	6	3
OMIM:618015	0	0	0	5	3
OMIM:618019	0	0	0	47	10
OMIM:618021	1	0	0	16	9
OMIM:618022	0	0	0	12	3
OMIM:618027	1	0	0	54	12
OMIM:618031	0	0	0	3	1
OMIM:618036	0	0	0	14	3
OMIM:618042	0	0	0	11	7
OMIM:618048	0	0	0	31	12
OMIM:618049	0	0	0	31	9
OMIM:618050	0	0	0	53	14
OMIM:618052	1	0	0	88	15
OMIM:618056	0	0	0	34	7
OMIM:618057	0	0	0	2	1
OMIM:618060	0	1	0	28	5
OMIM:618061	0	1	1	10	4
OMIM:618063	1	0	0	15	7
OMIM:618065	0	0	0	47	12
OMIM:618067	1	0	0	48	10
OMIM:618074	0	0	0	3	1
OMIM:618075	0	0	0	4	1
OMIM:618076	1	0	0	69	13
OMIM:618077	0	0	0	4	2
OMIM:618078	0	0	0	6	2
OMIM:618084	0	0	0	8	2
OMIM:618086	0	0	0	8	3
OMIM:618087	0	0	0	37	7
OMIM:618088	0	0	0	29	5
OMIM:618089	1	0	0	123	14
OMIM:618090	0	0	0	25	3
OMIM:618091	0	0	0	5	1
OMIM:618092	0	0	0	31	9
OMIM:618093	0	0	0	23	5
OMIM:618094	0	0	0	4	1
OMIM:618095	0	0	0	10	2
OMIM:618096	0	0	0	7	3
OMIM:618097	1	0	0	15	10
OMIM:618098	0	0	0	20	8
OMIM:618103	0	0	0	14	4
OMIM:618106	0	0	0	41	11
OMIM:618107	0	0	0	14	8
OMIM:618108	0	0	0	17	8
OMIM:618109	1	0	0	37	10
OMIM:618110	0	0	0	7	1
OMIM:618112	0	0	0	3	1
OMIM:618113	0	0	0	5	1
OMIM:618114	0	0	0	8	3
OMIM:618115	0	0	0	5	1
OMIM:618116	0	0	0	17	12
OMIM:618117	0	0	0	9	5
OMIM:618120	1	0	0	23	9
OMIM:618123	0	0	0	6	4
OMIM:618124	0	0	0	34	7
OMIM:618126	0	0	0	6	3
OMIM:618129	0	0	0	20	5
OMIM:618131	0	0	0	42	16
OMIM:618135	0	0	0	12	4
OMIM:618138	0	0	0	28	4
OMIM:618140	0	0	0	4	1
OMIM:618141	0	0	0	22	1
OMIM:618142	1	1	0	35	10
OMIM:618143	1	0	0	64	12
OMIM:618144	0	0	0	11	2
OMIM:618145	0	0	0	4	1
OMIM:618147	0	0	0	26	7
OMIM:618148	0	0	0	5	2
OMIM:618149	1	0	0	9	6
OMIM:618150	0	0	0	42	11
OMIM:618152	0	0	0	8	1
OMIM:618153	0	0	0	9	1
OMIM:618154	0	0	0	15	9
OMIM:618155	0	0	0	14	4
OMIM:618156	1	0	0	37	12
OMIM:618157	0	0	0	7	4
OMIM:618158	0	0	0	24	7
OMIM:618160	0	0	0	11	5
OMIM:618161	0	1	0	26	10
OMIM:618162	1	0	0	39	15
OMIM:618164	1	0	0	74	15
OMIM:618165	0	0	0	21	12
OMIM:618167	0	0	0	22	5
OMIM:618168	0	0	0	4	2
OMIM:618170	0	0	0	29	7
OMIM:618173	0	0	0	12	2
OMIM:618174	0	0	0	33	7
OMIM:618175	0	0	0	36	11
OMIM:618176	0	1	1	10	3
OMIM:618177	0	1	1	8	2
OMIM:618178	0	1	1	7	2
OMIM:618179	0	0	0	6	4
