disease_id	has_chd	has_kidney	has_ckd	n_terms	n_systems
OMIM:601457	0	0	0	16	13
OMIM:601462	0	0	0	25	8
OMIM:601472	0	0	0	18	3
OMIM:601492	0	0	0	21	8
OMIM:601493	1	0	0	11	2
OMIM:601494	1	0	0	18	3
OMIM:601495	0	0	0	19	12
OMIM:601518	0	0	0	3	2
OMIM:601536	0	0	0	8	6
OMIM:601539	0	1	0	20	8
OMIM:601543	0	0	0	2	1
OMIM:601544	0	0	0	2	1
OMIM:601547	0	0	0	5	1
OMIM:601552	0	0	0	37	6
OMIM:601553	0	0	0	25	4
OMIM:601559	0	0	0	85	15
OMIM:601583	0	0	0	3	2
OMIM:601596	0	0	0	30	6
OMIM:601606	0	0	0	6	2
OMIM:601626	0	0	0	3	3
OMIM:601631	0	0	0	15	5
OMIM:601634	0	0	0	3	2
OMIM:601650	0	0	0	12	5
OMIM:601665	0	0	0	6	2
OMIM:601675	0	0	0	48	17
OMIM:601678	0	1	0	43	9
OMIM:601680	0	0	0	24	5
OMIM:601705	0	0	0	8	3
OMIM:601707	0	0	0	34	7
OMIM:601709	0	0	0	7	6
OMIM:601718	0	0	0	11	2
OMIM:601775	0	0	0	12	3
OMIM:601776	1	1	0	76	13
OMIM:601777	0	0	0	17	3
OMIM:601780	0	0	0	9	4
OMIM:601800	0	0	0	2	1
OMIM:601812	0	0	0	63	11
OMIM:601813	0	0	0	15	4
OMIM:601815	0	0	0	16	9
OMIM:601820	0	0	0	7	4
OMIM:601846	0	0	0	16	6
OMIM:601847	0	0	0	16	7
OMIM:601859	0	0	0	26	7
OMIM:601868	0	0	0	2	1
OMIM:601869	0	0	0	5	2
OMIM:601884	0	0	0	3	2
OMIM:601885	0	0	0	2	1
OMIM:601887	0	0	0	5	3
OMIM:601894	0	1	1	13	3
OMIM:601942	0	0	0	1	2
OMIM:601952	0	0	0	9	3
OMIM:601954	0	0	0	17	4
OMIM:601977	0	0	0	4	1
OMIM:601979	0	0	0	8	6
OMIM:601992	1	0	0	25	8
OMIM:602014	0	0	0	7	3
OMIM:602025	0	0	0	1	1
OMIM:602032	0	0	0	16	4
OMIM:602066	0	0	0	11	1
OMIM:602078	0	0	0	10	3
OMIM:602079	0	0	0	9	8
OMIM:602080	0	0	0	25	8
OMIM:602081	0	0	0	7	1
OMIM:602082	0	0	0	5	3
OMIM:602083	0	0	0	7	3
OMIM:602088	1	1	1	18	5
OMIM:602089	0	0	0	3	2
OMIM:602092	0	0	0	2	1
OMIM:602093	0	0	0	6	2
OMIM:602099	0	0	0	20	5
OMIM:602111	0	0	0	22	4
OMIM:602152	0	1	1	26	9
OMIM:602271	0	0	0	28	9
OMIM:602342	0	0	0	60	11
OMIM:602347	0	0	0	17	5
OMIM:602361	0	0	0	22	11
OMIM:602390	1	0	0	18	9
OMIM:602398	0	0	0	49	12
OMIM:602400	0	0	0	19	5
OMIM:602433	0	0	0	21	2
OMIM:602450	0	0	0	26	13
OMIM:602459	0	0	0	2	1
OMIM:602471	0	0	0	32	11
OMIM:602473	0	0	0	24	10
OMIM:602477	0	0	0	6	1
OMIM:602481	0	0	0	30	5
OMIM:602482	1	0	0	17	6
OMIM:602483	0	0	0	26	7
OMIM:602485	0	0	0	8	3
OMIM:602501	1	0	0	31	13
OMIM:602522	0	1	1	31	8
OMIM:602531	1	1	0	13	6
OMIM:602535	1	0	0	118	14
OMIM:602540	0	0	0	18	8
OMIM:602541	1	0	0	21	7
OMIM:602557	0	0	0	30	8
OMIM:602579	0	1	0	27	9
OMIM:602588	0	0	0	14	4
OMIM:602629	0	0	0	14	4
OMIM:602668	0	0	0	29	13
OMIM:602722	0	1	0	15	6
OMIM:602723	0	0	0	6	2
OMIM:602771	0	0	0	37	6
OMIM:602772	0	0	0	11	3
OMIM:602782	1	0	0	50	17
OMIM:602849	0	0	0	36	9
OMIM:602875	0	0	0	30	6
OMIM:603034	0	0	0	29	8
OMIM:603041	0	0	0	50	10
OMIM:603075	0	0	0	9	3
OMIM:603116	0	0	0	28	8
OMIM:603147	0	0	0	13	5
OMIM:603194	0	1	0	18	8
OMIM:603218	0	0	0	18	2
OMIM:603233	0	0	0	10	6
OMIM:603278	0	1	1	15	6
OMIM:603284	0	0	0	7	5
OMIM:603285	0	0	0	7	4
OMIM:603358	0	0	0	9	5
OMIM:603373	0	0	0	6	2
OMIM:603383	0	0	0	5	1
OMIM:603387	1	0	0	29	7
OMIM:603457	0	0	0	29	10
OMIM:603467	1	1	0	36	18
OMIM:603471	0	0	0	19	6
OMIM:603472	0	0	0	26	9
OMIM:603511	0	0	0	21	8
OMIM:603516	0	0	0	32	6
OMIM:603543	0	0	0	14	5
OMIM:603546	0	0	0	41	7
OMIM:603552	0	0	0	22	10
OMIM:603553	0	0	0	44	10
OMIM:603554	0	0	0	82	12
OMIM:603563	0	0	0	23	6
OMIM:603585	0	0	0	30	12
OMIM:603592	0	1	1	12	3
OMIM:603622	0	0	0	3	1
OMIM:603629	0	0	0	2	1
OMIM:603671	0	0	0	58	13
OMIM:603688	0	0	0	2	3
OMIM:603689	0	0	0	23	5
OMIM:603720	0	0	0	2	1
OMIM:603736	1	0	0	26	9
OMIM:603776	0	0	0	6	5
OMIM:603786	0	0	0	4	1
OMIM:603813	0	0	0	6	4
OMIM:603829	0	0	0	3	2
OMIM:603830	0	0	0	14	5
OMIM:603896	0	0	0	29	7
OMIM:603902	0	0	0	8	4
OMIM:603903	1	0	1	20	11
OMIM:603909	0	0	0	36	8
OMIM:603956	0	0	0	3	2
OMIM:603965	0	1	1	8	3
OMIM:604004	0	0	0	11	3
OMIM:604091	0	0	0	5	2
OMIM:604093	0	0	0	12	5
OMIM:604116	0	0	0	14	2
OMIM:604117	0	0	0	8	3
OMIM:604121	0	0	0	23	6
OMIM:604129	0	0	0	6	1
OMIM:604131	0	0	0	2	1
OMIM:604145	1	0	0	9	1
OMIM:604168	0	0	0	34	8
OMIM:604169	1	0	0	19	2
OMIM:604173	0	0	0	41	13
OMIM:604187	0	0	0	21	5
OMIM:604213	0	0	0	16	4
OMIM:604218	0	0	0	14	2
OMIM:604219	0	0	0	13	1
OMIM:604229	0	0	0	15	1
OMIM:604232	0	0	0	7	1
OMIM:604233	0	0	0	6	1
OMIM:604250	1	0	0	17	10
OMIM:604271	0	0	0	3	2
OMIM:604273	0	1	0	25	10
OMIM:604278	0	0	0	19	7
OMIM:604286	1	0	0	12	5
OMIM:604290	0	0	0	17	7
OMIM:604292	0	1	0	61	13
OMIM:604307	0	0	0	10	2
OMIM:604308	1	0	0	11	7
OMIM:604317	0	0	0	44	7
OMIM:604320	0	0	0	32	11
OMIM:604321	0	0	0	18	6
OMIM:604326	0	0	0	19	4
OMIM:604348	0	0	0	4	1
OMIM:604352	0	0	0	7	1
OMIM:604356	0	0	0	4	1
OMIM:604360	0	0	0	44	8
OMIM:604364	0	0	0	11	1
OMIM:604367	0	0	0	26	7
OMIM:604369	0	0	0	18	8
OMIM:604370	0	0	0	5	3
OMIM:604377	1	0	0	130	18
OMIM:604379	0	0	0	15	2
OMIM:604387	0	1	1	17	5
OMIM:604391	0	0	0	29	8
OMIM:604393	0	0	0	12	2
OMIM:604400	1	0	0	12	3
OMIM:604403	0	0	0	11	1
OMIM:604416	0	0	0	17	8
OMIM:604432	0	0	0	14	2
OMIM:604454	0	0	0	9	3
OMIM:604484	0	0	0	21	3
OMIM:604498	0	0	0	6	2
OMIM:604536	0	0	0	15	3
OMIM:604537	0	0	0	8	1
OMIM:604559	0	0	0	9	2
OMIM:604563	0	0	0	23	5
OMIM:604571	0	0	0	10	7
OMIM:604625	0	0	0	10	2
OMIM:604715	0	0	0	4	3
OMIM:604717	0	0	0	4	1
OMIM:604757	0	0	0	22	5
OMIM:604765	1	0	0	8	2
OMIM:604772	1	0	0	17	3
OMIM:604777	0	0	0	11	4
OMIM:604804	0	0	0	17	6
OMIM:604805	0	0	0	42	10
OMIM:604841	0	0	0	37	7
OMIM:604864	0	0	0	13	4
OMIM:604919	0	0	0	6	3
OMIM:604928	0	0	0	16	10
OMIM:604931	0	0	0	12	5
OMIM:605013	0	0	0	31	8
OMIM:605019	0	0	0	3	1
OMIM:605021	0	0	0	15	1
OMIM:605027	0	0	0	1	2
OMIM:605039	1	0	0	74	16
OMIM:605041	0	0	0	4	2
OMIM:605074	0	0	0	4	2
OMIM:605115	0	0	0	5	2
OMIM:605130	1	0	0	76	12
OMIM:605192	0	0	0	5	4
OMIM:605231	0	1	0	13	8
OMIM:605253	0	0	0	15	4
OMIM:605258	0	0	0	13	8
OMIM:605259	0	0	0	24	4
OMIM:605275	1	0	0	85	17
OMIM:605280	0	0	0	12	5
OMIM:605282	0	0	0	23	7
OMIM:605285	0	0	0	22	5
OMIM:605289	0	0	0	10	2
OMIM:605309	0	0	0	35	13
OMIM:605355	0	0	0	16	5
OMIM:605361	0	0	0	18	5
OMIM:605362	1	0	0	7	3
OMIM:605373	0	0	0	19	7
OMIM:605375	0	0	0	2	1
OMIM:605376	1	0	0	17	7
OMIM:605387	0	0	0	4	1
OMIM:605389	0	0	0	11	2
OMIM:605407	0	0	0	18	5
OMIM:605428	0	0	0	2	1
OMIM:605429	0	0	0	1	0
OMIM:605432	0	0	0	16	6
OMIM:605462	0	0	0	1	2
OMIM:605472	0	0	0	3	2
OMIM:605479	0	0	0	8	3
OMIM:605543	0	0	0	11	3
OMIM:605583	0	0	0	4	1
OMIM:605588	0	0	0	17	3
OMIM:605589	0	0	0	8	2
OMIM:605594	0	0	0	5	3
OMIM:605635	0	0	0	6	3
OMIM:605637	0	0	0	21	7
OMIM:605670	0	0	0	10	1
OMIM:605676	1	0	0	25	8
OMIM:605711	0	0	0	37	10
OMIM:605714	0	0	0	12	4
OMIM:605724	0	0	0	12	12
OMIM:605726	0	0	0	15	3
OMIM:605751	0	0	0	8	1
OMIM:605803	0	0	0	3	2
OMIM:605809	0	0	0	25	7
OMIM:605814	0	0	0	25	3
OMIM:605820	0	0	0	10	4
OMIM:605822	1	0	0	37	12
OMIM:605850	0	0	0	6	4
OMIM:605899	0	0	0	20	5
OMIM:605909	0	0	0	14	3
OMIM:605911	0	0	0	24	4
OMIM:606002	0	0	0	38	12
OMIM:606003	1	0	0	34	12
OMIM:606053	0	0	0	13	2
OMIM:606054	1	0	0	37	12
OMIM:606056	0	0	0	32	14
OMIM:606068	0	0	0	6	1
OMIM:606069	1	0	0	18	10
OMIM:606070	0	0	0	27	7
OMIM:606071	0	0	0	35	10
OMIM:606072	0	0	0	14	4
OMIM:606159	0	0	0	32	6
OMIM:606164	0	0	0	23	10
OMIM:606170	1	1	0	53	12
OMIM:606176	0	0	0	8	4
OMIM:606217	1	0	0	7	2
OMIM:606220	0	0	0	23	6
OMIM:606232	1	1	0	76	13
OMIM:606243	0	0	0	2	1
OMIM:606324	0	0	0	14	3
OMIM:606346	0	0	0	3	1
OMIM:606353	0	0	0	22	7
OMIM:606367	0	0	0	38	12
OMIM:606392	0	0	0	3	2
OMIM:606394	0	0	0	2	2
OMIM:606408	1	1	0	21	7
OMIM:606438	0	0	0	21	3
OMIM:606482	0	0	0	14	3
OMIM:606483	0	0	0	23	3
OMIM:606545	0	0	0	13	5
OMIM:606574	0	0	0	8	2
OMIM:606579	0	0	0	2	1
OMIM:606593	0	0	0	32	15
OMIM:606595	0	0	0	19	3
OMIM:606612	0	0	0	45	8
OMIM:606631	1	0	0	17	9
OMIM:606658	0	0	0	39	4
OMIM:606660	0	0	0	3	2
OMIM:606661	0	0	0	3	2
OMIM:606664	0	0	0	4	2
OMIM:606685	1	0	0	11	3
OMIM:606688	0	0	0	13	1
OMIM:606690	0	0	0	2	4
OMIM:606693	0	0	0	42	7
OMIM:606703	1	0	0	26	5
OMIM:606705	0	0	0	4	1
OMIM:606713	0	0	0	8	2
OMIM:606719	0	0	0	7	3
OMIM:606721	0	0	0	58	15
OMIM:606744	0	1	0	23	9
OMIM:606762	0	0	0	10	5
OMIM:606763	1	0	0	15	7
OMIM:606764	0	0	0	10	6
OMIM:606766	0	0	0	4	1
OMIM:606768	0	0	0	8	3
OMIM:606773	0	0	0	7	2
OMIM:606777	0	0	0	37	6
OMIM:606785	0	0	0	5	3
OMIM:606798	0	0	0	4	2
OMIM:606812	1	1	0	46	15
OMIM:606824	0	0	0	11	4
OMIM:606835	0	0	0	10	2
OMIM:606843	0	0	0	11	5
OMIM:606854	0	0	0	23	5
OMIM:606856	0	0	0	2	2
OMIM:606864	0	0	0	2	4
OMIM:606889	0	0	0	20	3
OMIM:606893	0	0	0	13	7
OMIM:606943	0	0	0	5	4
OMIM:606952	0	0	0	8	3
OMIM:606963	0	0	0	1	1
OMIM:606966	0	1	1	10	4
OMIM:606996	0	1	1	10	4
OMIM:607014	1	0	0	64	14
OMIM:607015	0	0	0	30	14
OMIM:607016	0	0	0	21	6
OMIM:607017	0	0	0	8	1
OMIM:607039	0	0	0	2	1
OMIM:607060	0	0	0	14	3
OMIM:607078	0	0	0	19	4
OMIM:607080	0	0	0	10	3
OMIM:607084	0	0	0	4	1
OMIM:607091	0	0	0	13	5
OMIM:607095	0	0	0	38	7
OMIM:607101	0	0	0	3	1
OMIM:607107	0	0	0	2	3
OMIM:607115	0	0	0	25	13
OMIM:607131	0	0	0	30	8
OMIM:607136	0	0	0	40	6
OMIM:607143	1	0	0	51	17
OMIM:607151	0	0	0	4	2
OMIM:607155	1	0	0	28	9
OMIM:607174	0	0	0	4	2
OMIM:607196	0	0	0	22	8
OMIM:607200	0	0	0	3	1
OMIM:607208	0	0	0	25	4
OMIM:607225	0	0	0	25	8
OMIM:607250	0	0	0	21	4
OMIM:607259	0	0	0	48	8
OMIM:607271	0	0	0	19	9
OMIM:607278	0	0	0	6	2
OMIM:607313	0	0	0	19	4
OMIM:607317	0	0	0	33	5
OMIM:607323	1	1	0	55	10
OMIM:607326	0	0	0	31	5
OMIM:607330	0	1	0	39	10
OMIM:607341	0	0	0	13	1
OMIM:607346	0	0	0	23	4
OMIM:607361	0	1	0	13	6
OMIM:607364	0	1	0	24	6
OMIM:607371	0	0	0	22	9
OMIM:607398	0	0	0	21	11
OMIM:607417	0	0	0	10	1
OMIM:607426	1	1	0	42	11
OMIM:607432	0	0	0	19	4
OMIM:607450	1	0	0	9	3
OMIM:607453	0	0	0	6	1
OMIM:607454	0	0	0	35	3
OMIM:607459	1	0	0	74	14
OMIM:607473	0	0	0	6	1
OMIM:607475	0	0	0	5	1
OMIM:607476	0	0	0	10	1
OMIM:607482	1	0	0	8	1
OMIM:607483	0	0	0	41	6
OMIM:607485	0	0	0	25	2
OMIM:607487	1	0	0	5	1
OMIM:607523	0	0	0	2	1
OMIM:607539	0	0	0	9	3
OMIM:607541	0	0	0	6	1
OMIM:607554	0	0	0	11	4
OMIM:607594	0	0	0	24	11
OMIM:607596	0	0	0	41	6
OMIM:607598	1	1	0	14	9
OMIM:607602	0	0	0	16	3
OMIM:607616	0	0	0	26	10
OMIM:607624	0	0	0	15	9
OMIM:607625	0	0	0	38	11
OMIM:607626	0	0	0	27	7
OMIM:607628	0	0	0	4	1
OMIM:607631	0	0	0	6	1
OMIM:607634	0	0	0	14	7
OMIM:607641	0	0	0	11	5
OMIM:607654	0	0	0	5	2
OMIM:607676	0	0	0	15	7
OMIM:607677	0	0	0	11	3
OMIM:607678	0	0	0	9	3
OMIM:607681	0	0	0	8	1
OMIM:607682	0	0	0	23	3
OMIM:607684	0	0	0	32	6
OMIM:607685	1	0	0	13	9
OMIM:607688	0	0	0	6	2
OMIM:607694	0	0	0	38	8
OMIM:607706	0	0	0	23	4
OMIM:607721	1	1	0	61	16
OMIM:607734	0	0	0	21	4
OMIM:607736	0	0	0	17	7
OMIM:607745	0	0	0	9	3
OMIM:607748	0	0	0	8	5
OMIM:607765	0	0	0	20	8
OMIM:607778	0	0	0	47	6
OMIM:607785	0	0	0	3	3
OMIM:607791	0	0	0	9	3
OMIM:607812	0	0	0	43	10
OMIM:607821	0	0	0	6	2
OMIM:607822	0	0	0	22	3
OMIM:607823	0	0	0	17	7
OMIM:607829	1	0	0	4	1
OMIM:607831	0	0	0	14	3
OMIM:607832	0	1	1	5	3
OMIM:607836	0	0	0	4	3
OMIM:607841	0	0	0	2	1
OMIM:607842	0	0	0	4	3
OMIM:607847	0	0	0	3	3
OMIM:607850	0	0	0	6	3
OMIM:607855	0	0	0	18	6
OMIM:607864	0	0	0	2	1
OMIM:607876	0	0	0	17	2
OMIM:607903	0	0	0	10	3
OMIM:607906	0	0	0	45	12
OMIM:607921	0	0	0	8	2
OMIM:607932	0	1	0	61	10
OMIM:607936	0	0	0	9	2
OMIM:607941	1	0	0	10	1
OMIM:607944	0	1	0	56	14
OMIM:608013	1	0	0	51	14
OMIM:608022	0	1	0	49	14
OMIM:608027	0	0	0	36	6
OMIM:608030	0	0	0	7	2
OMIM:608033	0	0	0	14	5
OMIM:608051	0	0	0	8	1
OMIM:608068	1	0	0	16	7
OMIM:608089	0	0	0	3	2
OMIM:608091	0	1	1	48	9
OMIM:608093	0	0	0	32	12
OMIM:608097	0	0	0	17	4
OMIM:608099	1	0	0	22	5
OMIM:608104	1	0	0	39	13
OMIM:608105	0	0	0	14	2
OMIM:608106	0	0	0	11	8
OMIM:608115	0	0	0	5	3
OMIM:608118	0	0	0	4	3
OMIM:608133	0	0	0	10	2
OMIM:608161	0	0	0	12	2
OMIM:608175	0	0	0	1	2
OMIM:608189	0	0	0	7	7
OMIM:608194	0	0	0	31	3
OMIM:608203	0	0	0	13	6
OMIM:608224	0	0	0	5	1
OMIM:608232	0	0	0	4	4
OMIM:608233	0	0	0	47	14
OMIM:608236	0	0	0	5	1
OMIM:608265	0	0	0	2	1
OMIM:608266	0	0	0	5	3
OMIM:608320	0	0	0	9	5
OMIM:608323	0	0	0	15	3
OMIM:608328	1	0	0	54	10
OMIM:608340	0	0	0	25	3
OMIM:608354	0	0	0	5	3
OMIM:608358	1	0	0	26	6
OMIM:608361	0	0	0	8	3
OMIM:608380	0	0	0	7	2
OMIM:608389	0	0	0	7	3
OMIM:608390	0	0	0	15	4
OMIM:608393	0	0	0	12	5
OMIM:608404	0	0	0	5	1
OMIM:608415	0	0	0	6	2
OMIM:608423	0	0	0	23	7
OMIM:608443	0	0	0	10	3
OMIM:608456	0	0	0	3	2
OMIM:608470	0	0	0	10	4
OMIM:608471	0	0	0	6	1
OMIM:608516	0	0	0	2	1
OMIM:608540	1	0	0	25	12
OMIM:608553	0	0	0	25	4
OMIM:608565	0	0	0	5	2
OMIM:608567	0	0	0	10	1
OMIM:608569	1	0	0	6	1
OMIM:608572	1	1	0	32	10
OMIM:608594	1	1	0	40	13
OMIM:608600	0	0	0	19	8
OMIM:608611	0	0	0	25	5
OMIM:608612	0	0	1	41	10
OMIM:608615	0	0	0	11	5
OMIM:608622	0	0	0	2	1
OMIM:608627	0	0	0	22	3
OMIM:608629	1	1	1	32	9
OMIM:608634	0	0	0	11	3
OMIM:608641	0	0	0	3	1
OMIM:608643	0	0	0	39	11
OMIM:608644	1	0	0	11	6
OMIM:608647	1	0	0	20	7
OMIM:608649	0	0	0	16	6
OMIM:608653	0	0	0	6	2
OMIM:608654	0	0	0	24	8
OMIM:608673	0	0	0	14	3
OMIM:608681	0	0	0	9	5
OMIM:608688	1	0	0	25	10
OMIM:608703	0	0	0	23	8
OMIM:608709	0	1	0	17	8
OMIM:608716	0	0	0	33	7
OMIM:608728	0	0	0	27	5
OMIM:608747	0	0	0	19	8
OMIM:608751	1	0	0	16	3
OMIM:608758	1	0	0	17	4
OMIM:608768	0	0	0	16	4
OMIM:608776	1	1	0	49	17
OMIM:608779	1	1	0	59	14
OMIM:608782	0	0	0	13	6
OMIM:608799	0	0	0	49	14
OMIM:608800	0	0	0	24	10
OMIM:608804	0	0	0	32	4
OMIM:608805	0	0	0	6	3
OMIM:608807	1	0	0	14	3
OMIM:608836	1	1	1	72	16
OMIM:608837	1	0	0	4	4
OMIM:608840	0	0	0	31	7
OMIM:608864	0	0	0	5	1
OMIM:608874	0	0	0	3	1
OMIM:608885	0	0	0	32	12
OMIM:608895	0	0	0	17	5
OMIM:608898	0	0	0	14	6
OMIM:608902	0	0	0	3	2
OMIM:608907	0	0	0	11	1
OMIM:608908	0	0	0	17	7
OMIM:608930	0	0	0	31	10
OMIM:608931	0	0	0	32	8
OMIM:608940	0	0	0	46	8
OMIM:608957	0	0	0	7	3
OMIM:608970	0	0	0	8	1
OMIM:608971	0	0	0	17	9
OMIM:608978	1	1	0	34	7
OMIM:608980	1	1	0	18	9
OMIM:608984	0	0	0	19	3
OMIM:608996	0	0	0	4	1
OMIM:609006	0	0	0	3	1
OMIM:609015	1	0	0	36	11
OMIM:609016	1	0	0	8	7
OMIM:609033	0	0	0	34	9
OMIM:609040	1	0	0	14	4
OMIM:609048	0	0	0	5	2
OMIM:609049	0	1	1	40	10
OMIM:609053	1	1	0	46	16
OMIM:609054	0	0	0	9	9
OMIM:609056	0	0	0	26	9
OMIM:609057	0	1	1	9	5
OMIM:609060	0	0	0	29	8
OMIM:609069	1	0	0	29	14
OMIM:609115	0	0	0	16	5
OMIM:609129	0	0	0	7	2
OMIM:609135	0	0	0	2	1
OMIM:609136	0	0	0	55	13
OMIM:609140	0	0	0	3	1
OMIM:609141	0	0	0	8	3
OMIM:609152	0	0	0	22	10
OMIM:609153	0	0	0	7	4
OMIM:609161	0	0	0	15	2
OMIM:609162	0	0	0	20	6
OMIM:609165	0	0	0	15	8
OMIM:609180	0	1	0	29	10
OMIM:609192	1	0	0	62	14
OMIM:609195	0	0	0	33	6
OMIM:609200	1	0	0	19	7
OMIM:609218	0	0	0	13	1
OMIM:609220	0	0	0	17	8
OMIM:609227	0	0	0	7	4
OMIM:609241	0	0	0	19	5
OMIM:609242	0	0	0	28	10
OMIM:609254	0	1	1	4	2
OMIM:609260	0	0	0	31	6
OMIM:609265	0	0	0	6	4
OMIM:609270	0	0	0	25	4
OMIM:609273	0	0	0	15	7
OMIM:609283	0	0	0	15	8
OMIM:609284	0	0	0	22	7
OMIM:609285	1	0	0	48	10
OMIM:609286	1	0	0	40	13
OMIM:609296	0	1	0	101	18
OMIM:609304	0	0	0	16	4
OMIM:609306	0	0	0	12	2
OMIM:609308	1	0	0	20	6
OMIM:609310	0	0	0	2	2
OMIM:609311	0	0	0	21	3
OMIM:609313	0	0	0	24	10
OMIM:609322	0	0	0	3	2
OMIM:609340	0	0	0	14	3
OMIM:609352	0	0	0	5	2
OMIM:609404	0	0	0	4	0
OMIM:609432	0	0	0	11	3
OMIM:609439	0	0	0	3	1
OMIM:609441	0	0	0	25	6
OMIM:609446	0	0	0	13	2
OMIM:609452	1	0	0	14	5
OMIM:609460	1	0	0	43	11
OMIM:609465	0	1	0	17	10
OMIM:609508	0	0	0	6	3
OMIM:609524	0	0	0	12	5
OMIM:609528	0	0	0	27	10
OMIM:609529	0	0	0	5	6
OMIM:609533	0	0	0	4	2
OMIM:609536	0	0	0	7	3
OMIM:609541	0	0	0	24	5
OMIM:609549	0	0	0	7	1
OMIM:609560	0	0	0	31	9
OMIM:609579	0	0	0	2	3
OMIM:609583	0	1	1	19	4
OMIM:609597	0	0	0	8	5
OMIM:609620	0	0	0	7	3
OMIM:609621	0	0	0	7	3
OMIM:609622	0	0	0	8	2
OMIM:609628	0	0	0	19	10
OMIM:609634	0	0	0	10	2
OMIM:609637	0	0	0	37	7
OMIM:609638	0	0	0	17	4
OMIM:609646	0	0	0	4	1
OMIM:609698	0	0	0	9	3
OMIM:609706	0	0	0	2	1
OMIM:609734	0	0	0	16	6
OMIM:609741	0	0	0	6	1
OMIM:609796	0	0	0	5	2
OMIM:609812	0	0	0	7	5
OMIM:609813	0	0	0	11	3
OMIM:609814	0	1	1	10	3
OMIM:609820	0	0	0	4	1
OMIM:609821	0	0	0	8	4
OMIM:609823	0	0	0	3	1
OMIM:609887	0	0	0	1	1
OMIM:609889	0	0	0	16	7
OMIM:609893	0	0	0	7	2
OMIM:609909	1	0	0	6	1
OMIM:609913	0	0	0	11	3
OMIM:609923	0	0	0	6	2
OMIM:609924	0	0	0	20	8
OMIM:609942	1	0	0	59	16
OMIM:609968	0	0	0	9	3
OMIM:609975	0	0	0	8	5
OMIM:609981	0	0	0	21	15
OMIM:610003	0	0	0	14	3
OMIM:610006	0	0	0	15	7
OMIM:610015	0	0	0	31	10
OMIM:610017	0	0	0	10	3
OMIM:610019	0	0	0	4	1
OMIM:610021	0	0	0	6	4
OMIM:610024	0	0	0	11	2
OMIM:610031	0	0	0	26	4
OMIM:610042	0	0	0	89	11
OMIM:610048	0	0	0	10	2
OMIM:610069	0	0	0	5	2
OMIM:610090	0	0	0	18	9
OMIM:610092	0	0	0	4	1
OMIM:610093	0	0	0	5	2
OMIM:610099	0	0	0	14	4
OMIM:610100	1	0	0	15	4
OMIM:610102	0	0	0	4	1
OMIM:610125	0	0	0	66	10
OMIM:610127	0	0	0	31	8
OMIM:610131	0	0	0	32	11
OMIM:610140	1	0	0	7	3
OMIM:610153	0	0	0	3	1
OMIM:610154	0	0	0	2	1
OMIM:610156	0	0	0	13	5
OMIM:610163	0	0	0	19	7
OMIM:610168	1	0	0	67	11
OMIM:610181	0	0	0	10	5
OMIM:610185	0	0	0	34	8
OMIM:610187	0	0	0	26	10
OMIM:610188	0	1	1	28	6
OMIM:610189	0	0	1	7	3
OMIM:610193	1	0	0	18	4
OMIM:610198	1	0	0	26	10
OMIM:610199	0	1	0	39	12
OMIM:610202	0	0	0	12	1
OMIM:610204	0	0	0	5	3
OMIM:610205	1	1	1	19	7
OMIM:610212	0	0	0	3	1
OMIM:610217	0	0	0	32	5
OMIM:610220	0	0	0	2	1
OMIM:610227	0	0	0	5	2
OMIM:610245	0	0	0	21	2
OMIM:610246	0	0	0	22	6
OMIM:610250	0	0	0	19	5
OMIM:610251	0	0	0	3	2
OMIM:610253	1	1	0	88	13
OMIM:610256	0	0	0	17	1
OMIM:610265	0	0	0	6	2
OMIM:610282	0	0	0	5	1
OMIM:610283	0	0	0	10	3
OMIM:610293	0	0	0	14	6
OMIM:610297	0	0	0	5	2
OMIM:610313	0	0	0	13	7
OMIM:610329	0	0	0	21	10
OMIM:610333	0	0	0	26	11
OMIM:610353	0	0	0	11	2
OMIM:610356	0	0	0	11	2
OMIM:610357	0	0	0	16	4
OMIM:610359	0	0	0	8	2
OMIM:610370	0	0	0	32	7
OMIM:610374	0	0	0	3	2
OMIM:610377	0	0	0	52	15
OMIM:610381	0	0	0	8	3
OMIM:610419	0	0	0	3	1
OMIM:610425	0	0	0	4	1
OMIM:610427	0	0	0	8	2
OMIM:610442	0	0	0	49	8
OMIM:610443	1	1	0	81	15
OMIM:610444	0	0	0	2	1
OMIM:610445	0	0	0	6	1
OMIM:610448	0	0	0	12	6
OMIM:610455	0	0	0	9	7
OMIM:610460	0	0	0	3	2
OMIM:610474	0	0	0	17	7
OMIM:610475	0	0	0	25	11
OMIM:610476	1	0	0	14	6
OMIM:610478	0	0	0	8	2
OMIM:610489	0	0	0	27	10
OMIM:610498	0	0	0	22	12
OMIM:610504	0	0	0	3	1
OMIM:610505	1	0	0	44	10
OMIM:610508	0	0	0	3	2
OMIM:610532	0	0	0	28	4
OMIM:610536	1	0	0	35	10
OMIM:610539	0	0	0	24	11
OMIM:610542	0	0	0	20	5
OMIM:610549	0	0	0	12	4
OMIM:610551	0	0	0	3	2
OMIM:610582	0	0	0	11	4
OMIM:610599	0	0	0	7	2
OMIM:610600	0	0	0	13	6
OMIM:610612	0	0	0	4	1
OMIM:610618	0	0	0	8	7
OMIM:610623	0	0	0	11	3
OMIM:610628	0	0	0	16	7
OMIM:610629	0	0	0	7	3
OMIM:610644	0	0	0	19	8
OMIM:610651	0	0	0	26	12
