gene	ensembl_id	phenotype	trait_type	n_cases	burden_set	P_SKATO	P_Burden	P_SKAT	BETA	n_variants
BBS5	ENSG00000163093	N04 nephrotic syndrome	icd_first_occurrence	242	missense|LC	0.647214498989353	0.522974875417953	0.480031955759847	-0.0103545479114561	150
TMEM67	ENSG00000164953	Creatinine	continuous	376624	missense|LC	0.649482713353648	0.666825488113811	0.460986157768865	-0.000136161197051626	412
TMEM237	ENSG00000155755	N19 unspecified renal failure	icd_first_occurrence	2345	missense|LC	0.650050315784235	0.589038521260859	0.426781124264066	-0.00558402983387175	181
TMEM67	ENSG00000164953	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	missense|LC	0.651005506337261	0.947822566181132	0.458323393156291	0.00112957202046817	412
AHI1	ENSG00000135541	N18 chronic renal failure	icd_first_occurrence	14086	missense|LC	0.653467674633057	0.444836090684336	0.871651405749628	0.00127211157379972	604
TMEM67	ENSG00000164953	C64 Malignant neoplasm of kidney	icd10	985	missense|LC	0.654459667421416	0.873066011399087	0.463890639585469	0.00125528354728917	412
BBS10	ENSG00000179941	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.654989114656788	0.453956538627819	0.922492614088735	0.00233172850729004	369
CC2D2A	ENSG00000048342	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	missense|LC	0.655464177507848	0.532224054065821	0.430259056147022	-0.00609863368243255	757
IFT140	ENSG00000187535	N04 nephrotic syndrome	icd_first_occurrence	242	missense|LC	0.656632152939197	0.432615020884409	0.997023044720823	-0.00818750976987763	974
IFT122	ENSG00000163913	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.658982414366178	0.433707264518677	0.555749613562061	-0.00198524824667557	652
BBS9	ENSG00000122507	Cystatin C	continuous	376784	missense|LC	0.659127168162372	0.763009380818593	0.450245892000572	-9.7430952258654e-05	436
MKS1	ENSG00000011143	Cystatin C	continuous	376784	missense|LC	0.6593005775066	0.447395033473054	0.472554715537222	0.000248646393789056	315
BBS5	ENSG00000163093	Urea	continuous	376551	missense|LC	0.660166920221352	0.712952295507544	0.491797235453855	-0.000140370823352196	150
RPGRIP1L	ENSG00000103494	N04 nephrotic syndrome	icd_first_occurrence	242	missense|LC	0.660345244316611	0.802594409585313	0.43162843812218	0.00318270045660514	625
TTC8	ENSG00000165533	Cystatin C	continuous	376784	missense|LC	0.660854104605364	0.476390796713289	0.467024701316613	0.000299061917484418	251
BBS2	ENSG00000125124	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.663337578264725	0.59663964228512	0.424089678360642	-0.00298277533862637	339
MKS1	ENSG00000011143	Creatinine (enzymatic) in urine	continuous	383774	missense|LC	0.663379183455342	0.451180659026163	0.904752270207045	-0.000258187010543586	315
BBS9	ENSG00000122507	N25 impaired renal tubular function	icd_first_occurrence	160	missense|LC	0.666201697672616	0.454582583740383	0.472913134841983	-0.013307475647164	436
NEK8	ENSG00000160602	N19 unspecified renal failure	icd_first_occurrence	2345	missense|LC	0.6674612135752	0.9940340396113	0.435987481859467	3.15751495257527e-05	381
BBS2	ENSG00000125124	Q63 other congenital malformations of kidney	icd_first_occurrence	452	missense|LC	0.670402558249544	0.601760391882081	0.430832364057072	0.0101090522589257	339
TTC8	ENSG00000165533	N25 impaired renal tubular function	icd_first_occurrence	160	missense|LC	0.671162016507692	0.475794846757228	1.0	-0.0167470796121222	251
SDCCAG8	ENSG00000054282	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	missense|LC	0.672745889032346	0.954282315069901	0.457329109607169	0.00135098039024049	332
RPGRIP1L	ENSG00000103494	Creatinine	continuous	376624	missense|LC	0.675081551104904	0.444414366128734	0.549424064364567	-0.000195953566825664	625
INVS	ENSG00000119509	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	missense|LC	0.677247562199548	0.477183886979631	0.502520716925386	0.0059974938062743	513
BBS12	ENSG00000181004	Creatinine (enzymatic) in urine	continuous	383774	missense|LC	0.677257191029137	0.477086267932128	0.869432064517863	-0.000275553857493777	387
LZTFL1	ENSG00000163818	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.677486108634871	0.729348750551459	0.454849319362536	0.00356250371245334	106
IFT172	ENSG00000138002	C64 Malignant neoplasm of kidney	icd10	985	missense|LC	0.679981337226952	0.456812786866618	0.596722775155698	0.00435369975392256	835
CC2D2A	ENSG00000048342	N26 unspecified contracted kidney	icd_first_occurrence	176	missense|LC	0.684924896787719	0.545511593654602	0.455459303450231	-0.010200461275235	757
IFT122	ENSG00000163913	Creatinine (enzymatic) in urine	continuous	383774	missense|LC	0.685000347805981	0.938132871911516	0.456895681365187	2.48032758906428e-05	652
CEP290	ENSG00000198707	Q61 cystic kidney disease	icd_first_occurrence	735	missense|LC	0.686560286504356	0.467084316011318	0.780180058789173	-0.00391216556893773	1033
BBS5	ENSG00000163093	Microalbumin in urine	continuous	119013	missense|LC	0.688362425988896	0.795011820809572	0.52004531852613	-0.000185981964468831	150
IFT140	ENSG00000187535	N18 chronic renal failure	icd_first_occurrence	14086	missense|LC	0.693289122456987	0.465534068573206	0.516649183295874	-0.00103433198698662	974
IFT122	ENSG00000163913	N18 chronic renal failure	icd_first_occurrence	14086	missense|LC	0.693999772661412	0.497663929881562	0.464519343709301	0.00126410744206069	652
LZTFL1	ENSG00000163818	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.697062597137097	0.472279412911713	0.765153832872525	0.00844348026514939	106
ZNF423	ENSG00000102935	Q61 cystic kidney disease	icd_first_occurrence	735	missense|LC	0.697372137844494	0.465777058368158	0.583473260468726	0.00609537255493428	669
ZNF423	ENSG00000102935	Creatinine (enzymatic) in urine	continuous	383774	missense|LC	0.699055065344621	0.744936450596022	0.467888683294848	-0.000111450313151115	669
BBS1	ENSG00000174483	Creatinine	continuous	376624	missense|LC	0.69912823596664	0.48966372159401	0.6382564835861	-0.000246719376151417	318
BBS12	ENSG00000181004	Q63 other congenital malformations of kidney	icd_first_occurrence	452	missense|LC	0.699405840650423	0.497006614140287	0.913247582336889	-0.00829665011900487	387
TMEM67	ENSG00000164953	Microalbumin in urine	continuous	119013	missense|LC	0.700953657110513	0.50754205393409	0.952987714375851	-0.000475846758170772	412
MKS1	ENSG00000011143	Urea	continuous	376551	missense|LC	0.701145295610045	0.786400367319636	0.486957435027075	9.44906514095676e-05	315
CEP290	ENSG00000198707	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.702419758278439	0.949353019339886	0.48221867033416	0.00012923496052403	1033
AHI1	ENSG00000135541	N19 unspecified renal failure	icd_first_occurrence	2345	missense|LC	0.703118436702633	0.491163187846222	0.95119566746469	-0.00272669141684382	604
BBS5	ENSG00000163093	N23 unspecified renal colic	icd_first_occurrence	4304	missense|LC	0.703342806897713	0.734785152690212	0.533469951270054	-0.00131122550146251	150
ANKS6	ENSG00000165138	Cystatin C	continuous	376784	missense|LC	0.706206254173088	0.930175488185353	0.489209719138584	-2.50507285175203e-05	524
TMEM237	ENSG00000155755	Cystatin C	continuous	376784	missense|LC	0.707542635065809	0.486217795803094	0.480693051926277	0.000509669510786635	181
NPHP1	ENSG00000144061	Q61 cystic kidney disease	icd_first_occurrence	735	missense|LC	0.709620745577655	0.629668971449686	0.482287770242104	0.00593954414931516	317
BBS4	ENSG00000140463	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.710872561142888	0.924463703409271	0.486370280557878	0.000537909731488376	283
DYNC2I1	ENSG00000126870	N26 unspecified contracted kidney	icd_first_occurrence	176	missense|LC	0.716328482938634	0.559526036435696	0.494808210463424	0.00848571823896428	604
BBS10	ENSG00000179941	Q63 other congenital malformations of kidney	icd_first_occurrence	452	missense|LC	0.717564544938813	0.702459546185893	0.512873589542416	0.0046053087407811	369
SDCCAG8	ENSG00000054282	Q63 other congenital malformations of kidney	icd_first_occurrence	452	missense|LC	0.722534884676697	0.578107615101733	0.504479050169553	0.0086968710493472	332
RPGRIP1L	ENSG00000103494	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	missense|LC	0.72336946337595	0.488847920213678	0.999588050720645	-0.00601520783470599	625
ALG9	ENSG00000086848	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.724157456222353	0.538094315509608	0.596467049745414	0.00292094988004926	291
CEP290	ENSG00000198707	N23 unspecified renal colic	icd_first_occurrence	4304	missense|LC	0.725108256304608	0.503540122312061	0.953147547073474	0.0015158552080833	1033
TTC8	ENSG00000165533	N19 unspecified renal failure	icd_first_occurrence	2345	missense|LC	0.727700999469769	0.530397020095501	0.634271611279267	0.00383236390344136	251
TTC8	ENSG00000165533	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.733203971287563	0.536692677438945	0.924241637509383	-0.00216947371275601	251
DNAJB11	ENSG00000090520	N04 nephrotic syndrome	icd_first_occurrence	242	missense|LC	0.734324161239573	0.496727480001754	1.0	-0.0399872870461013	165
ALG9	ENSG00000086848	N25 impaired renal tubular function	icd_first_occurrence	160	missense|LC	0.735955001069649	0.619578079806127	0.54628412521485	0.013748444289432	291
SDCCAG8	ENSG00000054282	I12 hypertensive renal disease	icd_first_occurrence	1513	missense|LC	0.736573399292865	0.638684888881973	0.518972392818446	0.0040737140503603	332
BBS9	ENSG00000122507	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	missense|LC	0.736924242170194	0.560089866971641	0.519633312522125	0.00866299899291466	436
BBS7	ENSG00000138686	N04 nephrotic syndrome	icd_first_occurrence	242	missense|LC	0.737278443208728	0.516743879055028	0.531887846043738	0.0155107265614081	259
TMEM67	ENSG00000164953	N04 nephrotic syndrome	icd_first_occurrence	242	missense|LC	0.737943477784093	1.0	0.54298906430166	9.50564445478249e-06	412
BBS1	ENSG00000174483	N19 unspecified renal failure	icd_first_occurrence	2345	missense|LC	0.739262092014585	0.528981862419658	0.852703861326752	-0.0036730254133708	318
DYNC2I1	ENSG00000126870	Q63 other congenital malformations of kidney	icd_first_occurrence	452	missense|LC	0.740245971146115	0.604781822915115	0.519168682088919	-0.00473521281534399	604
NPHP3	ENSG00000113971	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	missense|LC	0.740732638152838	0.795217089688592	0.531731932518446	0.00194611800656975	626
BBIP1	ENSG00000214413	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.741034151404003	0.550798772149713	0.761712186890213	-0.011956685722766	25
TMEM67	ENSG00000164953	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.741199081093662	0.549337144032264	0.806010596972726	-0.00177166458403462	412
CC2D2A	ENSG00000048342	N23 unspecified renal colic	icd_first_occurrence	4304	missense|LC	0.744236801706401	0.791969156592933	0.513300870370673	0.000933733270567225	757
DNAJB11	ENSG00000090520	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.74596654924866	0.506453722094316	0.898716751828426	-0.00792687438667405	165
TMEM67	ENSG00000164953	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.746558717835881	0.5541921898794	0.796460717011357	0.00194427798096996	412
INVS	ENSG00000119509	N23 unspecified renal colic	icd_first_occurrence	4304	missense|LC	0.747380063100508	0.54574469737257	0.830539488045197	-0.00179519694563813	513
AHI1	ENSG00000135541	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.749755783241719	0.54736263438003	0.538057204750824	0.0013677816592577	604
CEP290	ENSG00000198707	Urea	continuous	376551	missense|LC	0.749761361701598	0.529179353747757	0.672909562207503	0.000140425674289737	1033
BBS4	ENSG00000140463	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	missense|LC	0.750746619297856	0.527550482987435	0.932607755324167	-0.0180316394334414	283
IFT172	ENSG00000138002	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	missense|LC	0.75104167955057	0.525406231909883	0.686805472931717	-0.0050670872785266	835
PKD2	ENSG00000118762	N04 nephrotic syndrome	icd_first_occurrence	242	missense|LC	0.751656056677517	0.918196871964167	0.535852009808768	0.00159650007835029	480
RPGRIP1L	ENSG00000103494	N25 impaired renal tubular function	icd_first_occurrence	160	missense|LC	0.752293887374737	0.518163516861822	0.602412933899475	-0.0100723997479548	625
TMEM231	ENSG00000205084	N25 impaired renal tubular function	icd_first_occurrence	160	missense|LC	0.752525497295967	0.576969336350864	0.72819013795271	-0.0105345779098428	204
BBS2	ENSG00000125124	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.752594243587579	0.50815864946714	0.727415922373211	0.00391331652255732	339
ANKS6	ENSG00000165138	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.752647057815918	0.763106828712471	0.535305966294265	0.000723036112460021	524
CEP290	ENSG00000198707	N18 chronic renal failure	icd_first_occurrence	14086	missense|LC	0.752837106614961	0.887827089983039	0.531720973918938	-0.000180486605035439	1033
TMEM231	ENSG00000205084	Cystatin C	continuous	376784	missense|LC	0.753953721626268	0.936684521059085	0.580627378884384	-2.70598017152412e-05	204
TMEM216	ENSG00000187049	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.755721400864959	0.559660596874093	0.718002730149574	0.00515496128255877	80
BBS1	ENSG00000174483	Urea	continuous	376551	missense|LC	0.756786081796895	0.776419159552701	0.549062439499301	0.000121764063098185	318
CC2D2A	ENSG00000048342	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.757155604402953	0.558555174653915	0.527079168108094	0.0017806722463781	757
CEP290	ENSG00000198707	Creatinine (enzymatic) in urine	continuous	383774	missense|LC	0.759299069013654	0.539027713885202	0.921053461262504	0.000134814750461409	1033
CC2D2A	ENSG00000048342	I12 hypertensive renal disease	icd_first_occurrence	1513	missense|LC	0.759697115197319	0.608561292316504	0.529370686185649	0.00300106300469744	757
INVS	ENSG00000119509	N04 nephrotic syndrome	icd_first_occurrence	242	missense|LC	0.76006957309474	0.645540205092988	0.55807388739634	-0.00567180221015635	513
BBS1	ENSG00000174483	Creatinine (enzymatic) in urine	continuous	383774	missense|LC	0.760127626424402	0.713015795897276	0.552717070450492	0.000155282824699634	318
MKKS	ENSG00000125863	Urea	continuous	376551	missense|LC	0.761607760561181	0.927601750448873	0.563295763310302	3.09722376547121e-05	291
LZTFL1	ENSG00000163818	N26 unspecified contracted kidney	icd_first_occurrence	176	missense|LC	0.76227526887038	0.538754592586881	1.0	-0.0401611530340873	106
BBS1	ENSG00000174483	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.763371270978901	0.609235704863284	0.555697509356473	0.0017197707335026	318
SDCCAG8	ENSG00000054282	Creatinine	continuous	376624	missense|LC	0.76559742401941	0.55137346971613	0.872680240277377	0.000256588122153812	332
NEK8	ENSG00000160602	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.768327153093599	0.53139135655506	0.897763596762895	0.00266143799630698	381
TMEM67	ENSG00000164953	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.769470730115219	0.579517415769636	0.965813484852541	-0.00192035239147167	412
SDCCAG8	ENSG00000054282	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	missense|LC	0.771627119840141	0.851644332389018	0.554643746958769	-0.00272562600312735	332
DNAJB11	ENSG00000090520	N19 unspecified renal failure	icd_first_occurrence	2345	missense|LC	0.771667985180484	0.82583616468274	0.533399995806176	0.00400304468147549	165
BBS5	ENSG00000163093	Cystatin C	continuous	376784	missense|LC	0.771765816320026	0.605019773259243	0.803106738048144	-0.000185416344743345	150
INVS	ENSG00000119509	N25 impaired renal tubular function	icd_first_occurrence	160	missense|LC	0.774772891681726	0.573430220824512	0.579513483630405	0.00848880726299284	513
BBS4	ENSG00000140463	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.776311548887868	0.85236989302262	0.553540637958418	-0.00100970119773992	283
BBS9	ENSG00000122507	C64 Malignant neoplasm of kidney	icd10	985	missense|LC	0.776625607644568	0.57022880028663	0.735665998959948	0.00403659374713672	436
IFT140	ENSG00000187535	N19 unspecified renal failure	icd_first_occurrence	2345	missense|LC	0.779812302607189	0.683708863817928	0.55200441460628	-0.00138040046947644	974
ZNF423	ENSG00000102935	Urea	continuous	376551	missense|LC	0.779929921867608	0.891906442181936	0.54865117474746	4.74095895051086e-05	669
BBS7	ENSG00000138686	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.780048911323807	0.567162393294212	0.973465046440928	-0.00299676338897904	259
RPGRIP1L	ENSG00000103494	Microalbumin in urine	continuous	119013	missense|LC	0.782122136781288	0.550984756910827	0.81952332716294	-0.000343849864810027	625
NPHP3	ENSG00000113971	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	missense|LC	0.78325608407521	0.577810051635748	0.623245006863137	-0.00688713237397779	626
ANKS6	ENSG00000165138	N18 chronic renal failure	icd_first_occurrence	14086	missense|LC	0.783432442687977	0.568973988401433	0.675136693532207	0.00100075762225577	524
IFT172	ENSG00000138002	Urea	continuous	376551	missense|LC	0.786120080752464	0.564708616360571	0.582298269976466	0.000164644033637633	835
CC2D2A	ENSG00000048342	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.787108013509014	0.55981810254128	0.966633187332659	-0.00159468518619317	757
NEK8	ENSG00000160602	C64 Malignant neoplasm of kidney	icd10	985	missense|LC	0.787518089052896	0.719482841804734	0.552231603325173	0.00357892249358336	381
DNAJB11	ENSG00000090520	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.789888265651154	0.552593551944933	0.999916449366587	-0.00632252294567945	165
IFT122	ENSG00000163913	N25 impaired renal tubular function	icd_first_occurrence	160	missense|LC	0.792483585519329	0.700038491163651	0.563432764732289	0.00621307877394305	652
SDCCAG8	ENSG00000054282	N18 chronic renal failure	icd_first_occurrence	14086	missense|LC	0.793088311809002	0.745032154200138	0.580688265803297	0.000962131908479235	332
BBS2	ENSG00000125124	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	missense|LC	0.794650763808287	0.55433020501384	0.600257249022825	0.0106230047748241	339
PKD1	ENSG00000008710	Creatinine (enzymatic) in urine	continuous	383774	missense|LC	0.794792006932529	0.560366936160073	0.840189040610014	-6.19967817050781e-05	3733
DNAJB11	ENSG00000090520	N26 unspecified contracted kidney	icd_first_occurrence	176	missense|LC	0.795157859220798	0.56039619837396	1.0	-0.0398636927820962	165
PKD2	ENSG00000118762	N23 unspecified renal colic	icd_first_occurrence	4304	missense|LC	0.796473977996964	0.678143716143428	0.58427662413969	0.00156691620929437	480
BBS10	ENSG00000179941	N23 unspecified renal colic	icd_first_occurrence	4304	missense|LC	0.799183349489311	0.611649242118815	0.755779026842803	-0.002065123839141	369
NPHP1	ENSG00000144061	Q63 other congenital malformations of kidney	icd_first_occurrence	452	missense|LC	0.799508106430096	0.826913188306783	0.585191380833133	0.00351813487194878	317
TTC8	ENSG00000165533	I12 hypertensive renal disease	icd_first_occurrence	1513	missense|LC	0.800204380578788	0.610206031636571	0.804074670556845	0.00387761576742107	251
DNAJB11	ENSG00000090520	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	missense|LC	0.804789469002245	1.0	0.5780736267917	-0.000209053545902463	165
BBS12	ENSG00000181004	N23 unspecified renal colic	icd_first_occurrence	4304	missense|LC	0.806222558696253	0.623254155666837	0.712010964945254	-0.00195393168639389	387
LZTFL1	ENSG00000163818	N23 unspecified renal colic	icd_first_occurrence	4304	missense|LC	0.808086892019372	0.593160717683617	0.953536076194473	-0.00696074497189144	106
LZTFL1	ENSG00000163818	Microalbumin in urine	continuous	119013	missense|LC	0.810030259082613	0.600380749832835	0.791576555194368	-0.00125903251234579	106
SDCCAG8	ENSG00000054282	N23 unspecified renal colic	icd_first_occurrence	4304	missense|LC	0.810153140918346	0.786605644674984	0.600154083999063	-0.00142011702551972	332
NPHP1	ENSG00000144061	N19 unspecified renal failure	icd_first_occurrence	2345	missense|LC	0.810746007045438	0.599511585097287	0.620077355408025	0.00371724585539583	317
TMEM231	ENSG00000205084	Urea	continuous	376551	missense|LC	0.811196765989461	0.80787538243983	0.649866103981971	-8.8373941624376e-05	204
SDCCAG8	ENSG00000054282	Microalbumin in urine	continuous	119013	missense|LC	0.811719419141746	0.911848030944082	0.603210709015356	-0.000107310200450388	332
BBS10	ENSG00000179941	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.817394088745124	0.636390474518749	0.825357734626931	-0.00172475937872385	369
NEK8	ENSG00000160602	Creatinine (enzymatic) in urine	continuous	383774	missense|LC	0.820364495571926	0.591445023356438	0.896919995450735	0.00025794176784499	381
MKS1	ENSG00000011143	Creatinine	continuous	376624	missense|LC	0.821517438524083	0.927367413046436	0.621209759512443	2.66583318693209e-05	315
BBS2	ENSG00000125124	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	missense|LC	0.822331027544918	0.58915955632758	0.994860488192371	-0.0160584877373116	339
RPGRIP1L	ENSG00000103494	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	missense|LC	0.822393307841462	0.597077180312239	0.678467509966618	0.00733890894333202	625
TMEM231	ENSG00000205084	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.823659388556539	0.664129724165021	0.905432815557112	0.00136849174265676	204
BBS5	ENSG00000163093	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.823678867212456	0.769323975450591	0.665377817776331	0.00102763496373771	150
TMEM216	ENSG00000187049	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.824310175507226	0.64682202656145	0.791509807889261	0.00344731860180409	80
MKS1	ENSG00000011143	Q63 other congenital malformations of kidney	icd_first_occurrence	452	missense|LC	0.826264899308879	0.91080482434825	0.625889061003677	-0.00120737151213941	315
TTC8	ENSG00000165533	Urea	continuous	376551	missense|LC	0.826277539191692	0.642430460584914	0.89480074957697	-0.000207865244991651	251
BBS2	ENSG00000125124	Q61 cystic kidney disease	icd_first_occurrence	735	missense|LC	0.82636784089194	0.590519282062765	0.998567625738129	-0.00844838366516585	339
LZTFL1	ENSG00000163818	I12 hypertensive renal disease	icd_first_occurrence	1513	missense|LC	0.826791846892792	0.87689522669605	0.620449787217951	-0.00341268857525869	106
ANKS6	ENSG00000165138	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.829882279914965	0.640390704881097	0.624467018831341	0.00124184036100368	524
CC2D2A	ENSG00000048342	Creatinine	continuous	376624	missense|LC	0.830414582821846	0.747391804169015	0.611194608638605	9.39831447430091e-05	757
MKS1	ENSG00000011143	N19 unspecified renal failure	icd_first_occurrence	2345	missense|LC	0.830769431477052	0.953478960647108	0.632589335135877	0.000283448588854175	315
SDCCAG8	ENSG00000054282	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.83318184272723	0.829722475070835	0.628404542229739	0.000965799142525555	332
RPGRIP1L	ENSG00000103494	Creatinine (enzymatic) in urine	continuous	383774	missense|LC	0.834356671633654	0.614946624131936	0.651767321715883	-0.000152316787581509	625
DYNC2I1	ENSG00000126870	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	missense|LC	0.838571684258737	0.635891759279717	0.808695966511856	0.00401550049229465	604
BBS2	ENSG00000125124	Cystatin C	continuous	376784	missense|LC	0.838601500251885	0.606404827497355	0.83198998437278	-0.000317553627382496	339
ALG9	ENSG00000086848	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.841498551807879	0.795172360892325	0.686642150447401	-0.00128886937943538	291
CC2D2A	ENSG00000048342	N25 impaired renal tubular function	icd_first_occurrence	160	missense|LC	0.842158253740036	0.624209525885303	0.999905808244015	-0.00876579656405512	757
CC2D2A	ENSG00000048342	Q61 cystic kidney disease	icd_first_occurrence	735	missense|LC	0.842438991952392	0.822896152021658	0.624438052113297	-0.00186333177276638	757
TMEM67	ENSG00000164953	Q63 other congenital malformations of kidney	icd_first_occurrence	452	missense|LC	0.843114435394155	0.665739206777232	0.918063297329831	0.00501410584938014	412
MKKS	ENSG00000125863	N04 nephrotic syndrome	icd_first_occurrence	242	missense|LC	0.845144954603899	0.666902895976255	0.664355428160751	-0.00617175736072089	291
NPHP3	ENSG00000113971	N25 impaired renal tubular function	icd_first_occurrence	160	missense|LC	0.845765376648385	0.651655260533458	0.788646844926562	-0.00624217745846276	626
DYNC2I1	ENSG00000126870	N04 nephrotic syndrome	icd_first_occurrence	242	missense|LC	0.847269410095931	0.64778950263787	0.818663790895449	0.00572868599815872	604
ZNF423	ENSG00000102935	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.848162006191142	0.628794974003769	0.747142721207598	0.00132216479308387	669
INVS	ENSG00000119509	N17 acute renal failure	icd_first_occurrence	7312	missense|LC	0.848249694396128	0.853237895472672	0.661603895147035	-0.000426914573544026	513
BBS7	ENSG00000138686	Urea	continuous	376551	missense|LC	0.849371184316099	0.696804205464697	0.662075178377376	-0.000224550236517483	259
IFT122	ENSG00000163913	N20 calculus of kidney and ureter	icd_first_occurrence	5879	missense|LC	0.85058366888998	0.636381056915518	0.834664420491765	-0.00132695046553199	652
ALG9	ENSG00000086848	Creatinine (enzymatic) in urine	continuous	383774	missense|LC	0.851379582534049	0.855108797374721	0.704422624997493	-9.86118792894714e-05	291
SDCCAG8	ENSG00000054282	Urea	continuous	376551	missense|LC	0.854389224002283	0.754218755736814	0.658267420164993	0.000161941595150746	332
PKD2	ENSG00000118762	Microalbumin in urine	continuous	119013	missense|LC	0.856873412036423	0.768438158523876	0.659587725303026	0.000205789952002816	480
BBS4	ENSG00000140463	C64 Malignant neoplasm of kidney	icd10	985	missense|LC	0.858513896268524	0.651255785747368	0.882486812661923	-0.00581305543872713	283
TMEM216	ENSG00000187049	Urea	continuous	376551	missense|LC	0.859387204080292	0.867728372707979	0.702047873819754	-0.000164078058932448	80
INVS	ENSG00000119509	Q63 other congenital malformations of kidney	icd_first_occurrence	452	missense|LC	0.86044066374906	0.948543312384249	0.677154806833521	-0.000597790570282456	513
BBS10	ENSG00000179941	N19 unspecified renal failure	icd_first_occurrence	2345	missense|LC	0.863274951385272	0.918092848588057	0.703057941746209	-0.000561565255699771	369
IFT140	ENSG00000187535	I12 hypertensive renal disease	icd_first_occurrence	1513	missense|LC	0.863529297310734	0.937895779787172	0.652507858784576	0.000327912649885999	974
BBS5	ENSG00000163093	N18 chronic renal failure	icd_first_occurrence	14086	missense|LC	0.863751535057171	0.717472107383364	0.763366323933952	0.000796282244464738	150
ZNF423	ENSG00000102935	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	missense|LC	0.866025422873923	0.652556459121151	0.997617611161934	-0.00729303987497771	669
TTC8	ENSG00000165533	C64 Malignant neoplasm of kidney	icd10	985	missense|LC	0.867897498129876	0.94670012434927	0.695143164475507	-0.00063023820513498	251
BBS4	ENSG00000140463	N25 impaired renal tubular function	icd_first_occurrence	160	missense|LC	0.869391365516911	0.667160887414896	0.78884756436556	-0.0135616405868268	283
CEP290	ENSG00000198707	I12 hypertensive renal disease	icd_first_occurrence	1513	missense|LC	0.871168630813736	0.672387610859921	0.720998938169982	-0.00159327476570978	1033
BBS4	ENSG00000140463	Q63 other congenital malformations of kidney	icd_first_occurrence	452	missense|LC	0.871238239383614	0.866527146921136	0.669065637803508	-0.00316228204801948	283
NPHP3	ENSG00000113971	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	missense|LC	0.871657185662653	0.949780231210469	0.68742327194163	0.000156875434452085	626
MKS1	ENSG00000011143	Microalbumin in urine	continuous	119013	missense|LC	0.871767266896805	0.692316056657487	0.752629877952365	0.000259202406319795	315
BBS7	ENSG00000138686	N23 unspecified renal colic	icd_first_occurrence	4304	missense|LC	0.871909637277902	0.695334855059149	0.8873187840127	-0.00229830594315669	259
